Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
94,Dennis Smith,NCST,32,34.8,4.6,6.2,1.9,0.4,0.4,2017
95,Justin Wright-Foreman,HOF,32,28.3,3.6,1.6,0.8,0.1,0.1,2017
96,Jared Brownridge,SCU,33,37.1,2.7,2.8,1.0,0.1,0.1,2017
97,Derrick White,CU,34,32.8,4.1,4.4,1.2,1.4,1.4,2017
98,Matt Morgan,COR,28,32.4,4.6,2.1,0.8,0.2,0.2,2017
99,Rodney Pryor,GU,32,32.6,5.0,1.3,0.8,0.7,0.7,2017
100,Jordan Washington,IC,35,21.7,7.6,0.6,0.9,0.4,0.4,2017
101,Ahmad Thomas,UNCA,33,33.0,6.3,2.3,3.0,0.5,0.5,2017
102,Khallid Hart,MAR,32,35.5,2.7,2.3,1.1,0.2,0.2,2017
103,David Nichols,ALB,35,33.8,3.5,3.2,1.2,0.1,0.1,2017
104,Brandon Tabb,BCU,32,34.4,5.4,1.7,1.3,0.6,0.6,2017
105,Lavell Boyd,UMKC,35,31.0,4.1,3.9,1.1,0.0,0.0,2017
106,Martez Walker,OU,34,33.7,4.0,1.4,0.9,0.4,0.4,2017
107,"Bonzie Colson, Jr.",ND,36,32.1,10.1,1.6,1.1,1.4,1.4,2017
108,Derick Newton,STET,32,31.6,5.7,1.3,0.6,0.2,0.2,2017
109,Joe Chealey,C of C,35,33.8,3.5,3.2,1.0,0.0,0.0,2017
110,Erik McCree,LTU,33,31.7,8.9,1.3,0.5,0.5,0.5,2017
111,Devin Sibley,FU,34,32.1,4.1,2.3,0.8,0.2,0.2,2017
112,Jaron Blossomgame,CLEM,33,34.3,6.3,1.5,0.8,0.9,0.9,2017
113,J.R. Holder,JAC,32,33.8,3.5,1.9,1.1,0.5,0.5,2017
114,Ahmaad Rorie,UM,31,32.5,3.5,3.1,0.8,0.2,0.2,2017
115,B.J. Johnson,LU,29,32.6,6.3,1.0,1.1,0.5,0.5,2017
116,Shawn Prudhomme,SUBR,33,33.4,5.9,1.3,1.0,1.0,1.0,2017
117,Preston Parks,CIT,31,27.1,3.0,3.7,1.9,0.2,0.2,2017
118,Tre' Coggins,CSUF,30,32.2,3.5,1.2,0.9,0.1,0.1,2017
119,Evan Boudreaux,DART,27,33.5,9.6,0.9,0.7,0.4,0.4,2017
120,Blake Hamilton,UB,32,30.4,6.2,4.4,1.0,0.5,0.5,2017
121,Jeffrey Carroll,OSU,33,29.1,6.6,1.2,0.9,0.2,0.2,2017
122,Joshua Braun,GCU,22,33.7,4.6,1.4,0.5,0.4,0.4,2017
123,Bakari Copeland,UMES,34,30.2,6.1,1.6,0.6,0.2,0.2,2017
124,Reid Travis,SU,27,30.1,8.9,0.5,0.5,0.2,0.2,2017
125,Chandler Hutchison,BSU,32,31.7,7.8,2.6,1.2,0.2,0.2,2017
126,Albert Owens,ORU,30,31.1,5.6,1.0,0.5,1.2,1.2,2017
127,Christian Keeling,CSU,31,31.3,7.1,1.4,0.9,0.3,0.3,2017
128,B.J. Taylor,UCF,29,36.4,4.0,3.5,1.1,0.0,0.0,2017
129,Damyean Dotson,U of H,32,34.3,6.9,1.1,0.9,0.2,0.2,2017
130,C.J. Bryce,UNCW,35,34.3,5.4,3.0,0.9,0.2,0.2,2017
131,Shamorie Ponds,STJ,33,33.6,4.4,3.1,2.1,0.2,0.2,2017
132,Tim Williams,UNM,22,33.5,6.9,1.5,0.5,0.6,0.6,2017
133,Johnathan Motley,BU,34,30.5,9.9,2.3,0.4,1.1,1.1,2017
134,Brandon Clarke,SJSU,30,31.9,8.7,2.3,1.2,2.5,2.5,2017
135,Steven Spieth,BU,30,34.6,6.0,3.3,1.4,0.4,0.4,2017
136,Jacorey Williams,MTSU,36,29.7,7.3,1.6,0.9,0.5,0.5,2017
137,Malcolm Hill,U of I,35,33.3,5.1,2.9,1.2,0.4,0.4,2017
138,Dwayne Bacon,FSU,35,28.8,4.2,1.7,1.0,0.1,0.1,2017
139,Ria'n Holland,MER,31,31.5,3.3,1.9,1.0,0.2,0.2,2017
140,Antonio Blakeney,LSU,31,32.9,4.8,1.7,0.7,0.1,0.1,2017
141,Tanner Leissner,UNH,32,34.4,6.9,1.8,0.5,0.3,0.3,2017
142,Marcus Tyus,UNO,32,27.5,3.0,1.7,1.6,0.1,0.1,2017
143,Tookie Brown,GSU,33,34.0,3.4,4.0,1.4,0.3,0.3,2017
144,Khadeen Carrington,SHU,33,33.3,3.1,2.9,1.2,0.3,0.3,2017
145,Kevin Hervey,UTA,35,27.8,8.5,2.1,1.2,0.4,0.4,2017
146,"James Blackmon, Jr.",IU,30,30.5,4.8,1.9,0.7,0.0,0.0,2017
147,John Murry,APSU,30,30.3,2.7,1.5,0.7,0.1,0.1,2017
148,Cam Reynolds,TU,31,35.2,6.8,1.5,0.8,0.5,0.5,2017
149,Tai Webster,UNL,31,34.7,5.1,4.0,1.4,0.1,0.1,2017
150,Matt Scott,NU,33,34.5,7.0,3.0,1.4,0.4,0.4,2017
151,Khris Lane,LONG,30,34.5,7.3,1.2,0.8,1.2,1.2,2017
152,Omega Harris,UTEP,31,36.4,3.6,2.1,1.3,0.2,0.2,2017
153,Darian Anderson,FDU,29,33.5,3.8,3.2,2.0,0.2,0.2,2017
154,Ethan Telfair,ISU,28,36.2,4.3,4.8,2.0,0.2,0.2,2017
155,Marquise Moore,GMU,34,34.9,10.9,3.5,0.9,0.8,0.8,2017
156,Jock Landale,SMC,34,28.3,9.5,1.7,0.3,1.2,1.2,2017
157,Ehab Amin,TAMU-CC,36,33.7,6.6,2.9,3.4,0.4,0.4,2017
158,Ervin Mitchell,GSU,30,32.1,3.6,1.0,1.3,0.4,0.4,2017
159,Troyce Manassa,SST,29,27.5,5.1,2.9,1.0,0.2,0.2,2017
160,Miles Bridges,MSU,28,32.0,8.3,2.1,0.7,1.5,1.5,2017
161,Mo Evans,IPFW,33,31.9,3.1,6.2,1.5,0.2,0.2,2017
162,Wesley Myers,UM,28,30.1,4.5,1.6,1.1,0.6,0.6,2017
163,Melo Trimble,UMD,33,32.1,3.6,3.7,1.1,0.2,0.2,2017
164,Nigel Williams-Goss,GU,38,32.7,6.0,4.7,1.7,0.1,0.1,2017
165,Jerome Frink,LIU,31,32.6,8.9,2.3,1.0,1.0,1.0,2017
166,Jayson Tatum,DUKE,29,33.3,7.3,2.1,1.3,1.1,1.1,2017
167,Marquis Wright,SC,33,34.2,4.2,5.0,1.1,0.2,0.2,2017
168,Darell Combs,IUPUI,32,32.2,2.4,2.9,0.8,0.1,0.1,2017
169,ShawnDre' Jones,RICH,35,36.4,2.1,3.9,0.9,0.0,0.0,2017
170,Zach Lofton,TSU,35,32.6,3.8,2.4,1.3,0.3,0.3,2017
171,Kendall Smith,CSUN,30,33.4,4.0,4.8,1.3,0.2,0.2,2017
172,Ronshad Shabazz,ASU,30,31.0,3.5,1.7,0.8,0.1,0.1,2017
173,Paul Miller,NDSU,30,33.3,5.2,1.8,0.9,0.4,0.4,2017
174,Ian Baker,NMSU,33,32.7,4.2,4.2,1.3,0.1,0.1,2017
175,De'Aaron Fox,UK,36,29.6,4.0,4.6,1.5,0.2,0.2,2017
176,Antonio Green,UTRGV,32,30.4,3.3,1.8,0.6,0.1,0.1,2017
177,Michael Weathers,MU,32,28.6,4.2,4.8,1.9,1.4,1.4,2017
178,Antonius Cleveland,SEMO,33,32.9,5.1,2.2,1.4,0.9,0.9,2017
179,Jalen Moore,USU,32,34.9,5.5,2.7,0.5,0.5,0.5,2017
180,Isaiah Johnson,AKR,36,29.9,7.1,2.9,0.5,0.9,0.9,2017
181,Phil Carr,MSU,25,36.4,9.5,1.1,0.6,0.9,0.9,2017
182,Divine Myles,STET,31,33.7,4.7,3.9,0.9,0.1,0.1,2017
183,Jordon Varnado,TU,37,28.9,7.1,1.4,0.5,1.4,1.4,2017
184,Mikey Dixon,QU,31,29.8,3.7,2.3,0.7,0.1,0.1,2017
185,Rob Edwards,CSU,31,31.1,4.5,1.7,1.3,0.2,0.2,2017
186,Quinndary Weatherspoon,MSU,29,31.9,5.1,1.8,1.7,0.3,0.3,2017
187,Xavier Cooks,WIN,33,29.0,9.1,2.8,0.9,1.7,1.7,2017
188,Zach LeDay,VT,33,29.4,7.3,1.2,0.6,1.0,1.0,2017
189,Deandre Burnett,UM,33,29.9,2.1,3.2,1.0,0.2,0.2,2017
190,Devin Carter,ASU,32,33.0,3.6,0.8,0.9,0.2,0.2,2017
191,Monte Morris,ISU,35,35.3,4.8,6.2,1.5,0.3,0.3,2017
192,Dexter McClanahan,SST,28,27.9,5.5,2.2,1.1,0.1,0.1,2017
193,E.J. Eaves,SCSU,31,29.7,4.0,2.5,0.6,0.4,0.4,2017
194,Kyle Kuzma,U of U,29,30.8,9.3,2.4,0.6,0.5,0.5,2017
195,Drew McDonald,NKU,35,30.1,7.7,1.7,0.4,0.5,0.5,2017
196,Josh Jackson,KU,35,30.8,7.4,3.0,1.7,1.1,1.1,2017
197,Stevie Thompson,OSU,26,36.2,4.3,3.0,1.4,0.2,0.2,2017
198,L.J. Peak,GU,32,32.8,3.8,3.5,1.1,0.4,0.4,2017
199,T.J. Leaf,UCLA,35,29.9,8.2,2.4,0.6,1.1,1.1,2017
200,Tra Holder,ASU,33,35.6,3.7,3.2,0.9,0.0,0.0,2017
201,Desmond Williams,FAMU,29,32.3,6.1,1.5,1.0,1.2,1.2,2017
202,Will Darley,UMBC,34,30.6,3.9,1.9,0.4,0.1,0.1,2017
203,Jay Wright,LA,33,34.5,2.5,3.9,2.0,0.3,0.3,2017
204,Bryant Crawford,WF,33,31.8,3.8,5.5,1.5,0.3,0.3,2017
205,Brynton Lemar,UCD,36,33.0,3.3,2.6,0.8,0.1,0.1,2017
206,Michael Buchanan,USCU,32,23.2,9.4,1.2,0.5,0.6,0.6,2017
207,Bryson Scott,IPFW,33,28.1,5.0,2.3,1.7,0.1,0.1,2017
208,Kassius Robertson,CAN,34,33.4,3.1,2.4,0.9,0.1,0.1,2017
209,Dillon Brooks,UO,35,25.3,3.2,2.7,1.1,0.5,0.5,2017
210,Demetrius Denzel-Dyson,SU,36,30.8,4.8,1.1,0.7,0.2,0.2,2017
211,Josh Okogie,GT,37,30.8,5.4,1.6,1.3,0.7,0.7,2017
212,Stevie Browning,MU,34,31.9,4.1,3.3,1.1,0.2,0.2,2017
213,Xavier Moon,MSU,30,35.0,3.5,4.6,1.2,0.3,0.3,2017
214,Matt Klinewski,LC,30,27.5,6.0,1.2,0.5,0.5,0.5,2017
215,Terrell Miller,MSU,33,29.6,8.2,1.4,0.8,0.2,0.2,2017
216,Cameron Oliver,UNR,35,31.9,8.7,1.8,0.8,2.6,2.6,2017
217,Justin James,UW,37,26.3,5.0,2.2,0.8,0.5,0.5,2017
218,Kelan Martin,BU,34,28.7,5.8,1.2,0.7,0.4,0.4,2017
219,Ryan Daly,UD,32,33.5,7.4,2.1,0.8,0.2,0.2,2017
220,Jaaron Simmons,OU,31,36.0,3.5,6.5,0.9,0.1,0.1,2017
221,Justin Strings,CSUS,31,32.9,5.5,1.0,0.4,0.4,0.4,2017
222,Asante Gist,EKU,31,31.8,2.5,3.6,0.9,0.0,0.0,2017
223,Kavin Gilder-Tilbury,TSU,36,30.6,5.6,1.8,1.2,0.9,0.9,2017
224,Brenton Scott,ISU,31,31.6,4.9,2.4,1.6,0.2,0.2,2017
225,Jalin Hart,UIW,29,33.0,3.5,4.7,1.4,0.3,0.3,2017
226,Zach Thomas,BU,35,29.7,6.6,3.4,1.1,0.5,0.5,2017
227,Jalen Hayes,OU,34,30.2,8.0,1.6,1.1,0.7,0.7,2017
228,"Marcus LoVett, Jr.",STJ,30,31.6,2.9,3.8,1.3,0.0,0.0,2017
229,Jermaine Crumpton,CAN,34,28.4,4.5,1.3,1.0,0.3,0.3,2017
230,Chris Flemmings,UNCW,35,34.7,5.6,2.2,1.4,0.7,0.7,2017
231,Jazz Johnson,UP,33,34.9,2.8,2.3,0.8,0.1,0.1,2017
232,Jeff Beverly,UTSA,33,26.9,5.9,1.0,0.4,0.2,0.2,2017
233,Jaleen Smith,UNH,32,36.2,6.4,4.3,0.9,0.6,0.6,2017
234,Joe Cremo,ALB,35,35.5,5.3,3.8,1.1,0.1,0.1,2017
235,Jaylin Walker,KSU,34,31.1,4.4,0.9,0.8,0.0,0.0,2017
236,Charles Cooke,DAY,29,31.6,5.1,2.8,1.1,1.0,1.0,2017
237,Isaiah Still,RMU,31,32.6,4.6,1.8,0.9,0.2,0.2,2017
238,Rodney Bullock,PROV,33,32.8,6.4,1.4,1.2,0.8,0.8,2017
239,Desi Rodriguez,SHU,33,31.9,5.2,1.8,0.8,0.4,0.4,2017
240,Noah Allen,UH,30,30.2,5.8,2.0,1.2,0.2,0.2,2017
241,Raven Lee,EMU,29,26.0,1.7,2.5,1.6,0.1,0.1,2017
242,Willie Mangum,EMU,32,24.8,2.4,2.1,1.5,0.1,0.1,2017
243,"Reginald Johnson, Jr.",ASU,32,25.2,7.1,0.8,0.4,0.4,0.4,2017
244,Elijah Cain,DEP,32,33.1,4.5,2.7,1.0,0.4,0.4,2017
245,C.J. Williams,HU,34,30.0,2.6,0.6,0.6,0.4,0.4,2017
246,Rodney Williams,DREX,32,30.4,6.8,1.5,0.5,0.8,0.8,2017
247,Brett Bailey,USD,31,33.9,6.9,1.7,0.7,0.4,0.4,2017
248,Jermaine Marrow,HU,31,31.0,3.2,3.0,0.7,0.0,0.0,2017
249,Lauri Markkanen,U of A,37,30.8,7.2,0.9,0.4,0.5,0.5,2017
250,Omar Prewitt,W&M,30,31.6,6.2,3.2,0.8,0.6,0.6,2017
251,Donovan Mitchell,U of L,34,32.3,4.9,2.7,2.1,0.5,0.5,2017
252,Jimmie Taylor,RU,33,35.8,4.9,1.8,1.1,0.3,0.3,2017
253,Mike Miklusak,WIU,23,35.1,8.9,2.3,1.2,0.2,0.2,2017
254,Geno Crandall,UND,31,32.5,4.0,4.4,2.1,0.3,0.3,2017
255,"Derrick Walton, Jr.",UM,38,34.8,4.8,5.0,1.1,0.0,0.0,2017
256,Bryce Alford,UCLA,36,33.0,2.5,2.6,0.5,0.1,0.1,2017
257,Lamarr Kimble,SJU,24,37.4,4.0,4.5,0.8,0.1,0.1,2017
258,Tayler Persons,BSU,34,29.0,3.9,4.9,1.3,0.1,0.1,2017
259,Daniel Amigo,UD,30,24.9,7.1,1.4,0.3,0.6,0.6,2017
260,Kahlil Dukes,NU,33,33.7,2.9,4.1,1.0,0.0,0.0,2017
261,Josh Hawkinson,WSU,31,35.4,10.2,2.5,0.6,0.8,0.8,2017
262,MaCio Teague,UNCA,33,34.1,4.6,2.7,1.1,0.2,0.2,2017
263,Keenan Evans,TTU,31,30.4,2.8,3.0,1.0,0.2,0.2,2017
264,Giddy Potts,MTSU,36,30.5,5.3,2.0,1.3,0.2,0.2,2017
265,Jordan Price,LU,30,32.8,4.3,2.6,0.6,0.3,0.3,2017
266,Milton Doyle,L-IL,32,32.6,5.0,4.4,1.7,0.7,0.7,2017
267,"Steve Taylor, Jr.",U of T,33,32.1,12.2,3.7,0.3,0.5,0.5,2017
268,"Frank Bartley, IV",LA,33,32.4,4.3,2.6,1.7,0.1,0.1,2017
269,Olin Carter III,USD,30,35.4,2.5,2.0,0.6,0.0,0.0,2017
270,Reed Timmer,DU,31,29.6,3.2,1.8,1.0,0.0,0.0,2017
271,Angel Delgado,SHU,33,33.0,13.1,2.2,0.6,0.3,0.3,2017
272,Nate Mason,U of M,34,34.5,3.6,5.0,1.4,0.1,0.1,2017
273,Joe Rosga,UD,30,34.5,4.1,3.2,1.1,0.0,0.0,2017
274,Jaleel Hogan,UDM,30,26.4,5.8,1.0,0.5,1.0,1.0,2017
275,Aleksa Jugovic,TTU,32,35.1,2.5,2.1,0.8,0.2,0.2,2017
276,Tyler Flack,USD,25,26.9,6.8,0.8,0.8,1.6,1.6,2017
277,JeQuan Lewis,VCU,35,31.2,2.8,4.5,1.7,0.1,0.1,2017
278,Mustapha Heron,AU,32,28.2,6.1,1.3,0.8,0.2,0.2,2017
279,Jeremy Hollowell,GSU,33,30.8,5.9,1.7,1.0,0.8,0.8,2017
280,Naz Long,ISU,35,33.3,4.6,2.7,1.2,0.0,0.0,2017
281,Simi Socks,UIW,28,29.1,4.1,1.1,0.9,0.5,0.5,2017
282,Lucas Woodhouse,SB,31,32.0,3.3,5.1,1.1,0.0,0.0,2017
283,Luke Petrasek,COM,27,29.3,5.6,1.9,1.2,0.7,0.7,2017
284,Geno Thorpe,USF,28,33.0,2.9,4.6,1.6,0.1,0.1,2017
285,Trayvon Palmer,CSU,32,36.0,9.4,1.5,1.5,0.6,0.6,2017
286,Zachary Hamilton,PVAMU,33,30.5,4.1,1.0,1.2,0.5,0.5,2017
287,Colton Weisbrod,LU,34,31.4,8.1,0.9,0.6,0.2,0.2,2017
288,Sebastian Saiz,UM,36,33.3,11.4,1.0,1.0,1.1,1.1,2017
289,Colter Lasher,HBU,31,29.2,4.1,2.8,0.9,0.5,0.5,2017
290,Shane Hammink,VAL,33,31.6,3.9,2.5,1.0,0.3,0.3,2017
291,Deonte Burton,ISU,35,29.5,6.2,1.8,1.7,1.4,1.4,2017
292,Matt Williams,UCF,36,36.5,4.3,1.9,0.7,0.0,0.0,2017
293,Zane Najdawi,CIT,33,24.0,6.7,0.8,1.0,1.2,1.2,2017
294,Nana Foulland,BU,34,27.6,7.8,1.2,0.8,2.1,2.1,2017
295,Dominic Artis,UTEP,32,36.5,6.5,5.8,1.9,0.1,0.1,2017
296,Elijah Mitrou-Long,MSMU,36,34.4,5.2,4.4,1.6,0.1,0.1,2017
297,Jordan Caroline,UNR,35,35.1,9.2,1.9,1.1,0.3,0.3,2017
298,Shannon Evans,ASU,33,35.7,3.3,4.4,1.3,0.2,0.2,2017
299,Denzel Mahoney,SEMO,33,29.6,4.2,1.2,0.7,0.1,0.1,2017
300,Andre Walker,L-MD,33,32.6,3.6,3.8,1.5,0.2,0.2,2017
301,Kurk Lee,DREX,32,32.9,3.9,5.0,1.6,0.0,0.0,2017
302,Billy Garrett,DEP,32,29.3,2.9,3.3,1.2,0.2,0.2,2017
303,Zavier Turner,MAN,32,28.6,2.3,3.3,1.0,0.0,0.0,2017
304,John Konchar,IPFW,33,34.9,8.7,3.8,1.7,0.5,0.5,2017
305,Eric Fanning,BU,32,28.0,6.0,2.1,0.8,0.4,0.4,2017
306,Steven Davis,WRST,32,28.2,4.3,1.0,0.5,0.4,0.4,2017
307,Sa'eed Nelson,AU,30,37.9,4.4,2.7,2.4,0.1,0.1,2017
308,Davon Reed,UM,33,35.3,4.8,2.4,1.3,0.5,0.5,2017
309,Terence Davis,UM,36,25.3,5.3,1.8,1.4,0.5,0.5,2017
310,Francis Alonso,UNCG,35,28.8,1.9,2.0,0.8,0.1,0.1,2017
311,E.C. Matthews,URI,35,29.3,4.3,1.4,0.5,0.3,0.3,2017
312,Tucker Haymond,WMY,32,31.3,5.1,2.5,0.7,0.1,0.1,2017
313,Chimezie Metu,USC,36,31.3,7.8,1.4,0.8,1.5,1.5,2017
314,Bryant McIntosh,NU,36,34.2,2.8,5.2,0.7,0.1,0.1,2017
315,Jeremy Morgan,UNI,29,34.8,5.8,2.7,1.8,1.1,1.1,2017
316,James Thompson IV,EMU,32,30.9,11.2,1.0,0.8,0.9,0.9,2017
317,"Wesley Person, Jr.",TU,37,31.4,2.6,1.6,0.6,0.1,0.1,2017
318,Jarred Jones,L-MD,33,30.9,6.5,1.9,1.3,1.1,1.1,2017
