Joey Donofrio,"SF, PF",536,24.4,22.6,2.1,7.8,2.7,2.7,3.1,13.0

Karson Jenkins,G,709,29.5,22.6,3.8,3.7,2.2,2.8,1.7,13.0

Trevor Kasischke,"SG, PG",644,26.8,22.5,nan,5.4,nan,nan,nan,13.0

Luke Guyette,G,709,24.4,22.4,2.0,5.0,1.8,2.8,2.8,13.0

Milap Owens,PG,366,21.5,22.4,5.8,6.1,2.0,4.8,2.9,13.0

Immanuel Mitchell,"SF, SG",335,14.6,22.4,2.0,11.5,1.8,4.2,0.5,13.0

Ramelle Arnold,"PG, SG",484,25.5,22.3,5.8,nan,2.3,4.5,2.5,13.0

Gracin Gerber,G,793,27.3,22.3,nan,nan,nan,nan,nan,13.0

Jj Boling,"PG, SG",849,29.3,22.3,5.1,8.1,2.5,4.0,2.1,13.0

Jackson Garner,nan,687,31.2,22.3,nan,3.5,nan,2.4,nan,13.0

Billy Boone,SF,512,24.4,22.2,4.4,12.6,2.9,5.6,4.1,13.0

Jalen Overway,C,501,26.4,22.2,2.1,9.2,0.3,3.6,2.4,13.0

Oscar Lynch,"SG, PG",541,30.1,22.1,2.4,10.8,3.3,4.2,3.4,13.0

Jack Wistrcill,nan,688,28.7,22.0,3.4,7.7,1.1,1.2,1.9,13.0

Kyle Belgrave,"F, SF",528,25.1,22.0,0.7,5.5,1.3,1.2,2.2,13.0

Gabe Escobedo,"F, G",530,31.2,22.0,3.5,5.9,3.6,4.3,2.5,13.0

Kalob Aguero,SG,401,20.1,21.9,1.4,6.4,3.1,3.6,3.0,13.0

Mason Accidentale,SG,481,28.3,21.9,2.1,3.3,1.7,2.9,2.5,13.0

Nico Johnson,PG,518,30.5,21.8,2.5,7.3,2.7,3.2,1.4,13.0

Daniel Brocaille,"SG, SF",647,25.9,21.8,3.9,6.2,2.1,4.1,3.6,13.0

Greg Bowden,nan,442,26.0,21.7,2.5,13.9,0.8,3.6,2.0,13.0

Kason Jacquez,F,537,25.6,21.7,2.9,14.0,2.1,3.5,2.8,13.0

Annario Ware,"G, F",543,25.9,21.7,5.0,11.2,3.1,3.9,2.2,13.0

Zach Argyle,"G, F",529,27.8,21.5,3.3,3.9,1.5,4.8,2.7,13.0

Caden Gann,"G, F",726,27.9,21.5,3.4,5.6,2.7,4.2,2.8,13.0

Rj Jones,"SG, G",821,28.3,21.4,2.2,5.4,1.7,2.9,1.6,13.0

Connor Saunders,"SG, SF",742,30.9,21.4,2.2,6.8,1.1,2.3,nan,13.0

Garrett Anderson,"SF, SG",464,25.8,21.3,1.9,9.7,nan,4.7,nan,13.0

Dawson Bullock,G,640,32.0,21.3,2.3,10.3,2.6,3.0,2.0,13.0

Dale Mcbride,"SG, SF",456,26.8,21.3,1.1,8.3,1.1,3.4,2.5,13.0

Colin Hardrick,G,846,33.8,21.2,1.6,5.3,1.6,1.7,2.1,13.0

Miles Mcgowen,SF,664,28.9,21.2,2.5,10.1,1.4,2.8,2.6,13.0

Jemel Facey,"PG, SG",468,27.5,21.1,3.4,17.8,4.1,3.9,2.7,13.0

Ty Morrison,PG,703,30.6,21.1,6.1,8.7,nan,3.7,nan,13.0

JJ Hayes,SF,601,28.6,21.0,3.0,12.1,nan,nan,2.3,13.0

Tray Swygeart,G,367,21.6,20.9,1.6,10.3,2.3,5.1,3.3,13.0

Marque Wilkerson,PG,628,26.2,20.9,4.3,6.6,2.7,3.5,3.3,13.0

Shay Cain,"F, W",474,26.3,20.9,6.2,13.0,2.5,4.6,3.5,13.0

Mikhail Wakonabo,"PG, SG",560,28.0,20.9,nan,9.0,nan,nan,nan,13.0

Garrett Strange,nan,450,19.6,20.8,2.1,14.2,2.8,2.4,4.3,13.0

Blake Brumbaugh,nan,608,29.0,20.7,3.5,6.2,2.5,2.9,2.6,13.0

Nick Mikash,nan,457,21.8,20.7,1.1,11.8,2.0,2.9,3.7,13.0

Zach Clark,"SG, SF",454,25.2,20.7,nan,8.6,nan,4.7,nan,13.0

Peyton Bledsoe,SG,625,26.0,20.6,2.5,5.6,1.5,2.1,1.7,13.0

Blessing Nwotite,G,483,21.0,20.6,2.3,8.1,2.7,3.2,2.7,13.0

Blake  Nicholson,F,616,30.8,20.6,1.1,6.7,2.1,1.8,3.1,13.0

Noah Johnston,F,640,24.6,20.5,nan,7.3,nan,nan,nan,13.0

Trey Flatt,"PG, SG",701,26.0,20.5,5.3,5.2,nan,nan,nan,13.0

Logan  Turner,SG,596,23.8,20.5,2.2,4.1,1.5,nan,nan,13.0

Corbin Pack,"SG, SF",485,23.1,20.5,2.8,3.5,2.5,1.6,1.5,13.0

Colbie Morgan,"PG, SG",382,22.5,20.4,1.8,4.0,2.1,2.2,2.7,13.0

Julius Brown,G,613,27.9,20.4,5.9,3.9,3.1,4.3,2.7,13.0

Max Rolnick,"PG, SG",494,27.4,20.3,2.1,3.6,1.7,2.5,1.2,13.0

Banks Atkins,"SG, PG",601,30.1,20.3,5.1,3.9,2.1,3.2,1.4,13.0

Sam Bradford,G,805,28.8,20.2,4.1,12.5,3.3,5.0,2.7,13.0

Benny Villarreal,C,427,19.4,20.2,nan,nan,nan,nan,3.4,13.0

Raedhyn Foust,C,483,20.1,20.1,1.1,nan,1.7,2.8,3.0,13.0

Lucas Ortiz,G,512,26.9,20.1,1.6,6.7,3.4,2.3,nan,13.0

Jaden Hameed,G,511,26.9,20.1,4.3,nan,2.5,3.9,1.8,13.0

Tanner Peery,G,534,31.4,20.1,3.7,3.0,2.5,2.8,1.7,13.0

Garrett Hayden,nan,753,29.0,20.1,3.4,5.4,1.6,3.1,2.3,13.0

Christian Mickelson,"SG, SF",565,28.3,20.1,4.9,4.0,1.5,3.3,2.3,13.0

CJ Wiggins,G,487,25.6,20.0,3.4,7.8,2.8,2.7,1.3,13.0

Corbin Axtell,"G, F",722,27.8,19.9,4.1,nan,2.4,3.5,2.7,13.0

Jamison Dunham,nan,687,29.9,19.9,nan,nan,nan,nan,nan,13.0

DYLAN WOLLE,SG,862,29.7,19.9,2.1,4.8,0.9,2.7,2.0,13.0

Joseph Bobilya,G,660,27.5,19.8,3.0,2.6,1.2,1.7,1.4,13.0

Terrell Powell,nan,454,18.2,19.8,6.2,8.2,3.6,8.0,5.9,13.0

Bryce Cash,"PG, SG",527,25.1,19.8,4.6,7.3,3.0,3.6,3.1,13.0

Devon Barnes,"PG, SG",519,26.0,19.8,4.3,4.2,3.0,2.5,1.8,13.0

"Tyler Thomas
St. Thomas Episcopal (Houston, TX)",PG,427,25.1,19.8,nan,nan,nan,nan,4.0,13.0

James Strickland,G,576,19.2,19.8,nan,6.7,nan,nan,nan,13.0

Josh Neal,nan,555,26.4,19.8,3.3,16.5,2.1,2.5,nan,13.0

Noah Hastert,"PF, C",466,25.9,19.7,nan,12.1,nan,5.0,4.0,13.0

Scotty Zoscin,"G, F",720,31.3,19.6,2.8,5.8,1.4,3.2,2.1,13.0

Ny'keem Gainer,"SG, PG",766,28.4,19.6,3.8,nan,nan,4.5,nan,13.0

Jade Moore,G,609,25.4,19.5,2.3,5.6,3.0,2.5,2.9,13.0

Jeremiah Wilkinson,"PG, SG",397,23.4,19.5,3.2,5.2,2.1,3.8,2.7,13.0

Jordan King,G,826,28.5,19.4,nan,nan,nan,nan,nan,13.0

Isaac Little,G,591,25.7,19.4,2.6,4.1,2.5,nan,nan,13.0

Jonah Nesmith,"SF, PF",326,15.5,19.4,1.9,7.0,2.2,4.3,3.6,13.0

Matthew Bennett,"G, F",660,30.0,19.4,3.0,8.0,nan,nan,nan,13.0

Elijah Coleman,"PG, SG",828,29.6,19.4,5.4,4.4,4.5,4.6,1.6,13.0

Lyman Simmons,C,695,29.0,19.3,1.8,10.0,0.6,2.4,2.5,13.0

Jaden Huygens,G,543,27.2,19.3,3.1,6.7,2.8,2.1,2.1,13.0

Wade  Maxwell,"G, SG",507,28.2,19.3,nan,6.2,nan,2.5,2.2,13.0

Cade Tyson,"G, W",696,26.8,19.3,1.7,5.7,1.3,2.2,3.0,13.0

Dallin Grant,"SF, PF",595,27.0,19.3,nan,nan,nan,2.9,nan,13.0

Chino Salas-zorrilla,"PG, SG",682,35.9,19.3,3.1,3.7,2.8,3.1,1.9,13.0

Jourdain Dishmond,"C, PF",786,26.2,19.3,1.8,13.2,1.0,3.7,3.7,13.0

Jordan Wildman,SG,560,23.3,19.3,3.7,6.1,2.6,2.6,3.5,13.0

Zach Hubartt,G,473,27.8,19.2,nan,6.2,nan,3.2,3.3,13.0

Eric Gaines,"G, W",585,30.8,19.2,1.3,3.3,1.3,5.6,nan,13.0

Dakota  Capps,PG,656,29.8,19.2,5.0,4.9,2.7,3.8,2.3,13.0

Bradley Davis,"C, PF",763,28.3,19.2,1.0,12.6,0.9,3.6,3.1,13.0

Graham Cassoutt,PF,526,21.0,19.2,2.1,7.7,0.9,3.5,3.6,13.0

Clayton Tomlinson,"SG, PG",658,28.6,19.2,nan,5.3,3.6,nan,nan,13.0

Logan Corta,"SG, PG",598,23.0,19.2,4.2,7.2,3.2,3.4,2.7,13.0

Grant Wilson,G,1055,21.1,19.1,1.5,nan,3.0,3.2,3.8,13.0

Jordan Daley,"PG, G",525,20.2,19.1,2.9,8.2,2.4,4.3,3.2,13.0

John-Michael Martin,"PG, SG",622,31.1,19.1,7.8,6.3,2.7,2.7,2.2,13.0

Zaveion Okoh,"PG, SG",758,27.1,19.1,2.2,3.6,3.0,3.5,2.6,13.0

Quinton Jones,nan,591,26.9,19.1,nan,12.4,nan,nan,nan,13.0

Blake Elder,SF,566,27.0,19.1,2.1,6.7,0.8,2.5,2.8,13.0

Levi Williams,PF,442,24.6,19.0,2.5,9.8,1.1,1.4,1.7,13.0

Diandre Marshall,SG,511,26.9,19.0,3.1,7.3,1.4,7.3,0.0,13.0

Dakota Argyle,nan,501,22.8,19.0,nan,4.2,nan,4.0,nan,13.0

Landon O?Neal,G,665,26.6,19.0,1.6,4.8,0.7,1.4,1.6,13.0

Jack Childress,"C, PF",568,27.0,19.0,2.4,13.2,0.9,4.8,2.6,13.0

Jaxon Wolf,nan,477,19.1,19.0,1.5,3.4,0.7,4.8,2.8,13.0

Brett Sickafoose,PG,723,30.1,18.9,nan,7.0,nan,nan,nan,13.0

John Davis iii,"PG, SG",600,30.0,18.9,nan,nan,2.9,4.5,nan,13.0

Elijah Brooks,SF,523,26.2,18.8,3.2,9.2,1.8,2.7,2.3,13.0

Chris Henthorn,PG,1184,23.7,18.8,5.5,5.2,2.2,3.6,1.9,13.0

Hudson Boyd,SF,745,28.7,18.8,2.7,5.9,1.5,3.1,nan,13.0

Oakley Rosno,"PG, SG",638,29.0,18.8,4.9,5.9,3.1,1.9,3.1,13.0

Jamison Kay,G,494,24.7,18.7,4.1,6.7,1.9,3.5,3.0,13.0

Kaleb Edwards,G,657,26.3,18.7,3.2,6.3,2.0,3.0,3.3,13.0

Karter Legnon,"SG, G",681,29.6,18.7,2.3,5.3,2.7,3.0,1.2,13.0

Treyton Schoch,nan,660,28.7,18.7,4.7,3.7,nan,nan,nan,13.0

Jay Jay Tunstull,"SF, PF",493,27.4,18.6,2.1,4.5,2.4,1.2,1.6,13.0

Ahmad Johnson,"PG, SG",748,27.7,18.6,nan,4.6,3.3,nan,nan,13.0

Kaleb Wilson,"SG, F",628,25.1,18.6,4.1,7.1,2.7,2.5,3.0,13.0

Connor Ford,F,396,23.3,18.6,3.5,15.1,3.8,2.3,4.2,13.0

Riley Reimer,F,548,24.9,18.6,1.4,8.2,2.3,2.1,1.6,13.0

Jake Yeary,nan,574,30.2,18.6,nan,nan,nan,nan,nan,13.0

Joey Glidewell,"PG, SG",631,27.4,18.6,4.8,4.6,3.2,3.6,2.1,13.0

Devyn Franklin,PF,629,24.2,18.5,1.6,12.9,2.2,3.4,3.8,13.0

McCaden Adams,nan,579,27.6,18.5,2.0,4.5,1.8,2.4,2.9,13.0

Treyton Tebbs,"SG, PG",621,28.2,18.4,nan,nan,nan,3.2,2.9,13.0

Jase Branch,"SG, PG",563,29.6,18.4,nan,9.9,nan,2.3,nan,13.0

Tyishawn Smiley,F,346,20.4,18.4,1.8,11.1,1.8,2.6,5.5,13.0

Brock Luechtefeld,C,732,25.2,18.4,1.3,11.8,0.7,2.7,2.5,13.0

Trevion Alexander,PF,694,28.9,18.4,4.7,6.0,2.5,2.5,2.9,13.0

Jordan Stevenson,G,381,21.2,18.3,0.9,3.9,0.9,2.6,3.0,13.0

Silas Bauer,"C, PF",592,24.7,18.3,1.9,8.9,1.6,2.2,2.0,13.0

Eyan Becker,G,511,23.2,18.2,4.7,5.3,2.9,4.3,2.6,13.0

Jonathan Delgado,"SF, SG",543,30.2,18.2,2.8,6.0,6.8,2.1,2.1,13.0

Carter Kling,G,531,29.5,18.2,1.8,3.0,1.3,2.6,2.2,13.0

Andrew Trooien,"SG, SF",313,18.4,18.2,1.4,13.1,3.2,3.9,3.6,13.0

Landon Austin,nan,709,27.3,18.2,3.8,6.1,1.9,3.8,3.1,13.0

Cale Wireman,nan,945,29.5,18.2,3.8,4.0,3.2,2.4,3.2,13.0

Anthony Ovalle,PG,424,24.9,18.1,4.0,8.1,nan,6.6,3.1,13.0

Ryan Conwell,SG,668,29.0,18.1,2.9,4.7,1.9,2.1,2.7,13.0

Chance Lazenby,F,398,20.9,18.1,1.7,6.6,1.2,2.3,2.5,13.0

Jonathan Bertovich,"PG, SG",660,30.0,18.0,6.7,5.2,3.2,2.8,1.2,13.0

Cody Wright,"SG, SF",800,28.6,18.0,2.4,9.2,1.2,3.2,2.8,13.0

Ransom Cooper,"C, PF",338,13.0,18.0,1.3,11.1,1.4,2.0,4.5,13.0

Aaron Pickel,"G, F",662,26.5,18.0,1.7,7.4,0.7,2.7,3.9,13.0

Hudson Sandifer,SG,640,27.8,18.0,2.3,5.9,3.1,2.4,nan,13.0

Trey Steinhilber,PG,776,31.0,17.9,3.7,2.5,1.7,3.1,0.0,13.0

Parker Stone,"PG, SG",623,29.7,17.9,1.7,5.8,1.0,2.8,2.0,13.0

Colin Porter,PG,685,29.8,17.9,7.4,4.3,2.1,2.7,2.5,13.0

Jahni Summers,nan,601,31.6,17.9,2.5,5.4,1.7,3.1,2.3,13.0

Logan Mahin,nan,636,30.3,17.9,2.8,9.8,2.3,4.3,3.3,13.0

Javaris Bundred,PF,588,25.6,17.9,1.5,11.3,2.4,3.8,3.6,13.0

Brisyn Markovich,F,657,26.3,17.8,nan,8.2,nan,nan,3.5,13.0

Jayden Curtis-sayers,"SG, SF",616,28.0,17.8,0.4,7.3,1.4,2.2,2.6,13.0

Jael  Rodriguez ,nan,654,24.2,17.8,2.8,8.6,1.1,3.5,3.0,13.0

Reo Larson,G,488,23.2,17.8,3.0,8.3,3.0,4.3,2.8,13.0

Marshall Barker,"SF, SG",735,26.3,17.8,2.4,8.4,2.2,2.9,4.0,13.0

Damon Shaw,SG,750,28.8,17.7,2.0,9.3,1.8,2.7,2.1,13.0

Isaac Martin,nan,760,30.4,17.7,5.3,4.3,1.1,4.3,2.0,13.0

Troy Brumels,nan,495,24.8,17.7,2.8,6.4,1.9,2.4,3.4,13.0

David Clark,"SF, SG",499,25.0,17.7,1.6,8.0,0.6,2.4,2.4,13.0

Micah Hoover,SG,630,26.3,17.7,1.1,11.6,1.9,3.9,3.1,13.0

Zab Santana,"SG, SF",518,27.3,17.7,nan,5.4,nan,nan,2.3,13.0

Trace  Mears,SG,821,31.6,17.7,nan,nan,nan,nan,nan,13.0

Marshall O'hern,"G, W",564,26.9,17.6,nan,6.4,nan,nan,nan,13.0

Trey Richert,"PG, SG",499,26.3,17.6,1.9,3.1,3.0,1.0,0.6,13.0

Jacob Miller,F,708,29.5,17.6,nan,8.2,nan,3.6,nan,13.0

Kiemar Richardson,C,565,26.9,17.6,nan,12.7,nan,nan,nan,13.0

Camden Johnson,"PG, SG",662,25.5,17.6,4.1,8.3,2.9,2.5,3.1,13.0

Josh Haskell,SF,424,24.9,17.6,2.6,6.0,1.7,1.6,2.5,13.0

Lucas Leslie,nan,495,26.1,17.6,4.1,5.9,1.2,3.7,nan,13.0

Brady Ruggles,F,490,24.5,17.6,1.6,5.2,0.7,1.4,2.7,13.0

Caleb Wilson,"PG, SG",625,27.2,17.6,5.2,7.1,3.8,2.6,nan,13.0

Bol Kuir,C,655,25.2,17.5,nan,17.0,nan,nan,nan,13.0

Kayden Ahlemeier,"F, C",447,19.4,17.5,1.0,8.0,2.1,3.2,4.6,13.0

Treyson Pace,"SG, SF",648,29.5,17.5,nan,7.8,nan,nan,nan,13.0

James Arnold,nan,605,30.3,17.5,4.3,8.2,nan,nan,nan,13.0

