Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
31,Loren Jackson,AKR,31,34.1,2.7,4.5,1.0,0.0,0.0,2020
32,Terrell Gomez,CSUN,32,37.1,2.5,2.3,0.8,0.0,0.0,2020
33,Sayeed Pridgett,UM,31,36.2,7.2,3.9,1.5,0.5,0.5,2020
34,John Crosby,DESU,32,35.2,5.2,3.3,1.2,0.1,0.1,2020
35,Zach Cooks,NJIT,30,37.6,5.2,2.2,1.8,0.1,0.1,2020
36,Jayden Gardner,ECU,31,34.4,9.2,2.2,1.1,0.5,0.5,2020
37,Breein Tyree,UM,31,34.5,3.7,2.5,1.3,0.1,0.1,2020
38,A.J. Green,UNI,31,34.9,3.0,3.0,0.7,0.0,0.0,2020
39,Sam Merrill,USU,32,35.0,4.1,3.9,0.9,0.1,0.1,2020
40,Raiquan Clark,LIU,32,35.3,7.3,1.7,1.2,0.7,0.7,2020
41,Sam Sessoms,BU,29,35.7,5.0,4.8,1.6,0.1,0.1,2020
42,Nijal Pearson,TSU,31,34.9,5.4,2.5,1.3,0.3,0.3,2020
43,Christian Lutete,UML,32,33.7,7.0,1.6,0.8,0.1,0.1,2020
44,Jibri Blount,NCCU,31,36.8,9.4,1.7,2.2,0.6,0.6,2020
45,Parker Stewart,UTM,25,36.2,4.6,3.8,0.8,0.4,0.4,2020
46,Remy Martin,ASU,31,33.8,3.1,4.1,1.5,0.0,0.0,2020
47,Anthony Edwards,UGA,32,33.0,5.2,2.8,1.3,0.6,0.6,2020
48,Elijah Hughes,SU,32,36.7,4.9,3.4,1.2,0.8,0.8,2020
49,Javon Freeman-Liberty,VAL,33,33.3,6.1,3.2,2.2,0.3,0.3,2020
50,Matt Lewis,JMU,30,35.5,5.5,3.4,1.0,0.3,0.3,2020
51,Ian DuBose,HBU,29,33.2,7.3,3.8,1.4,0.3,0.3,2020
52,Fatts Russell,URI,30,35.7,3.4,4.6,2.9,0.2,0.2,2020
53,Isaiah Blackmon,SFU,30,34.1,5.3,1.5,1.7,0.3,0.3,2020
54,Justin Turner,BGSU,25,32.3,4.6,2.5,0.8,0.2,0.2,2020
55,Keaton Wallace,UTSA,32,34.8,4.5,3.1,1.2,0.3,0.3,2020
56,E.J. Crawford,IC,28,36.9,5.3,1.8,1.0,0.5,0.5,2020
57,Malik Ellison,UHA,23,34.8,9.7,1.7,0.8,1.1,1.1,2020
58,Marlon Stewart,UND,33,34.2,5.5,5.1,0.7,0.1,0.1,2020
59,Cassius Winston,MSU,30,32.6,2.5,5.9,1.2,0.0,0.0,2020
60,Shamarkus Kennedy,MSU,31,31.8,10.9,1.5,0.7,2.6,2.6,2020
61,Ahsan Asadullah,LIP,31,29.9,10.1,3.9,1.2,1.2,1.2,2020
62,Ade Murkey,UD,31,32.2,6.3,2.1,1.2,0.7,0.7,2020
63,Saben Lee,VU,32,32.8,3.5,4.2,1.5,0.3,0.3,2020
64,Doug Wilson,SDSU,29,29.7,6.4,1.8,0.8,0.8,0.8,2020
65,Cole Anthony,UNC,22,34.9,5.7,4.0,1.3,0.3,0.3,2020
66,C.J. Williams,HU,33,34.2,4.3,1.2,0.7,0.5,0.5,2020
67,"Kira Lewis, Jr.",UA,31,37.6,4.8,5.2,1.8,0.6,0.6,2020
68,Sa'eed Nelson,AU,29,36.2,5.1,4.7,2.8,0.3,0.3,2020
69,Tres Tinkle,OSU,31,34.5,6.8,3.2,1.7,0.5,0.5,2020
70,Marcus Sheffield,ELON,34,33.4,5.2,2.8,0.8,0.4,0.4,2020
71,Vinnie Shahid,NDSU,33,32.9,3.3,3.0,1.0,0.0,0.0,2020
72,Jacob Davison,EWU,31,31.5,4.2,2.8,1.4,0.4,0.4,2020
73,C.J. Elleby,WSU,32,33.4,7.8,1.9,1.8,0.8,0.8,2020
74,Jomaru Brown,EKU,32,29.5,3.9,2.7,1.9,0.2,0.2,2020
75,Desure Buie,HOF,34,37.3,3.7,5.9,2.0,0.1,0.1,2020
76,Obadiah Noel,UML,32,35.1,5.2,2.7,1.7,0.4,0.4,2020
77,Devon Dotson,KU,30,34.9,4.1,4.0,2.1,0.1,0.1,2020
78,Milan Acquaah,CBU,31,32.7,4.9,5.8,0.9,0.2,0.2,2020
79,Tyler Hagedorn,USD,32,29.8,6.9,1.7,0.3,0.7,0.7,2020
80,Jordan Nwora,U of L,31,33.2,7.7,1.3,0.7,0.3,0.3,2020
81,Josh Sharkey,SU,30,34.3,3.6,7.2,2.7,0.0,0.0,2020
82,Elijah Olaniyi,SB,28,32.6,6.5,2.1,1.6,0.3,0.3,2020
83,Bryson Robinson,UNO,30,33.9,4.1,2.6,1.3,0.1,0.1,2020
84,Tevin Brown,MSU,32,37.3,4.6,3.7,1.2,0.4,0.4,2020
85,Bryson Williams,UTEP,32,31.7,7.2,0.9,0.9,0.9,0.9,2020
86,"Vernon Carey, Jr.",DUKE,31,24.8,8.8,1.0,0.7,1.6,1.6,2020
87,Isaiah Miller,UNCG,32,28.5,5.0,3.1,2.8,0.2,0.2,2020
88,Mason Faulkner,WCU,31,33.6,6.0,5.9,1.2,0.1,0.1,2020
89,Brandon Anderson,BU,25,35.1,3.8,3.0,1.6,0.2,0.2,2020
90,Blake Francis,RICH,25,32.7,2.2,2.0,1.1,0.0,0.0,2020
91,Tre Mitchell,UMass,31,30.7,7.2,1.9,1.0,1.0,1.0,2020
92,"Phlandrous Fleming, Jr.",CSU,32,35.4,8.7,3.8,1.2,1.5,1.5,2020
93,Holland Woods,PSU,32,34.1,2.5,5.2,2.1,0.0,0.0,2020
94,Lamar Stevens,PSU,31,31.0,6.9,2.2,1.1,1.2,1.2,2020
95,Michael Green,MVSU,28,30.2,2.7,1.7,1.3,0.2,0.2,2020
96,Malachi Flynn,SDSU,32,33.5,4.5,5.1,1.8,0.1,0.1,2020
97,Elijah Pemberton,HOF,34,36.3,5.6,1.9,1.3,0.2,0.2,2020
98,Paul Atkinson,YALE,30,31.8,7.3,1.5,1.2,0.8,0.8,2020
99,Keith Braxton,SFU,32,36.1,7.5,3.8,1.3,0.2,0.2,2020
100,Tommy Funk,USMA,30,37.1,4.4,7.1,0.9,0.1,0.1,2020
101,Matt Bradley,Cal,32,33.3,4.9,1.5,0.5,0.2,0.2,2020
102,Filip Petrusev,GU,33,25.9,7.9,1.5,0.6,0.8,0.8,2020
103,Kevon Harris,SFA,31,29.3,5.7,2.1,1.5,0.3,0.3,2020
104,Devante' Jones,CCU,32,32.8,5.8,5.7,1.7,0.2,0.2,2020
105,Jordyn Adams,APSU,33,33.1,3.2,2.1,0.9,0.3,0.3,2020
106,Joe Pridgen,HC,30,35.2,6.8,2.2,0.9,0.5,0.5,2020
107,Reggie Perry,MSU,31,31.1,10.1,2.3,0.8,1.2,1.2,2020
108,Timmy Allen,U of U,31,35.6,7.3,3.0,1.2,0.2,0.2,2020
109,"Derrick Alston, Jr.",BSU,32,33.0,5.2,3.1,0.5,0.2,0.2,2020
110,A.J. Brodeur,PENN,27,34.7,8.9,5.2,1.1,1.8,1.8,2020
111,Justin Forrest,ASU,32,31.5,3.2,2.8,1.5,0.1,0.1,2020
112,Mason Peatling,EWU,31,30.7,9.1,3.2,0.7,1.5,1.5,2020
113,Markquis Nowell,UALR,28,33.6,3.0,4.9,2.2,0.1,0.1,2020
114,Kellan Grady,DAV,30,35.7,4.2,2.5,1.2,0.2,0.2,2020
115,JayQuan McCloud,UWGB,33,33.7,5.1,4.5,1.0,0.2,0.2,2020
116,Kobe Webster,WIU,26,33.7,3.2,3.6,0.9,0.1,0.1,2020
117,Seneca Knight,SJSU,31,32.2,5.7,2.4,1.0,0.3,0.3,2020
118,Jayvon Graves,UB,32,34.3,5.4,2.5,1.2,0.7,0.7,2020
119,Justin Jaworski,LC,24,32.2,2.7,2.8,1.0,0.0,0.0,2020
120,Michael Flowers,WMY,32,32.2,2.9,3.2,0.7,0.0,0.0,2020
121,Isaiah Stewart II,UW,32,32.3,8.8,0.8,0.5,2.1,2.1,2020
122,Tyson Ward,NDSU,33,31.0,7.2,2.8,0.7,0.6,0.6,2020
123,Ty-Shon Alexander,CU,31,34.8,5.0,2.3,1.3,0.3,0.3,2020
124,Jase Townsend,UD,31,33.4,5.3,2.2,0.9,0.1,0.1,2020
125,Isaiah Joe,U of A,26,36.0,4.1,1.7,1.4,0.3,0.3,2020
126,Xavier Hill-Mais,OU,33,32.1,8.1,1.9,1.2,1.4,1.4,2020
127,Garrison Brooks,UNC,32,34.8,8.5,2.0,0.5,0.5,0.5,2020
128,T.J. Atwood,LU,32,34.9,7.0,1.8,1.4,0.6,0.6,2020
129,Tristan Jarrett,JSU,32,27.9,3.4,1.9,1.3,0.5,0.5,2020
130,Naji Marshall,XAV,31,35.6,6.3,4.0,1.3,0.4,0.4,2020
131,Jason Preston,OU,32,38.1,6.4,7.4,1.4,0.1,0.1,2020
132,Djordje Dimitrijevic,MER,30,34.3,4.1,3.7,1.5,0.0,0.0,2020
133,Ahmad Clark,ALB,32,32.2,4.9,4.2,1.6,0.2,0.2,2020
134,Skylar Mays,LSU,31,34.5,5.0,3.2,1.8,0.2,0.2,2020
135,Samir Doughty,AU,31,33.3,3.9,2.7,1.2,0.1,0.1,2020
136,Anthony Lamb,UVM,33,31.0,7.1,2.5,1.0,1.2,1.2,2020
137,Rich Kelly,QU,30,34.3,2.6,4.5,0.8,0.1,0.1,2020
138,"Jimmy Boeheim, Jr.",COR,21,30.6,5.6,1.9,0.7,0.3,0.3,2020
139,Stanley Umude,USD,32,30.6,6.3,2.1,0.7,1.3,1.3,2020
140,Harald Frey,MSU,31,36.1,4.3,4.6,1.5,0.1,0.1,2020
141,Darius Quisenberry,YSU,33,31.5,3.6,4.2,1.5,0.1,0.1,2020
142,Jaylen Minnett,IUPUI,32,35.3,3.1,3.4,1.2,0.1,0.1,2020
143,Taveion Hollingsworth,WKU,30,34.8,4.2,2.7,1.3,0.1,0.1,2020
144,Ayo Dosunmu,U of I,30,33.6,4.3,3.3,0.8,0.2,0.2,2020
145,Desmond Bane,TCU,32,36.1,6.3,3.9,1.5,0.5,0.5,2020
146,Adam Kunkel,BEL,33,29.7,2.8,2.6,0.9,0.2,0.2,2020
147,DeVon Baker,UNCA,31,33.0,2.6,1.5,1.5,0.2,0.2,2020
148,Malik Fitts,SMC,34,34.2,7.1,1.3,1.4,0.3,0.3,2020
149,Jonah Radebaugh,UNC,31,37.7,6.3,6.5,1.5,0.2,0.2,2020
150,Matthew Wilson,USMA,30,30.8,8.3,0.8,0.3,0.2,0.2,2020
151,Taevion Kinsey,MU,32,36.0,5.0,4.2,1.1,0.4,0.4,2020
152,Jordan Lyons,FU,32,33.4,2.7,1.9,1.3,0.1,0.1,2020
153,Christian Vital,UConn,31,32.2,6.3,2.6,2.5,0.2,0.2,2020
154,Quinton Rose,TEM,31,33.4,5.0,3.5,2.0,0.7,0.7,2020
155,Anthony Cowan,UMD,31,34.7,3.6,4.7,1.0,0.2,0.2,2020
156,Deion Hammond,MU,31,30.0,2.9,0.9,0.9,0.1,0.1,2020
157,Emmanuel Chukwubuikem Nzekwesi,ORU,25,29.4,9.9,0.8,1.1,0.7,0.7,2020
158,Brian Fobbs,TU,32,32.2,4.9,1.7,0.8,0.1,0.1,2020
159,Cam Davis,USNA,30,34.7,2.6,2.5,0.8,0.0,0.0,2020
160,Adam Grant,BU,32,33.0,3.1,2.2,1.0,0.2,0.2,2020
161,Tre Jones,DUKE,29,35.4,4.2,6.4,1.8,0.3,0.3,2020
162,Curtis Cobb III,WC,25,32.0,3.3,1.6,0.7,0.3,0.3,2020
163,Kamar Baldwin,BU,31,31.6,4.6,3.3,1.1,0.5,0.5,2020
164,Onyeka Okongwu,USC,28,30.6,8.6,1.1,1.2,2.7,2.7,2020
165,Jahlil Tripp,PAC,33,30.6,8.9,2.0,1.5,0.1,0.1,2020
166,Mike Ertel,ULM,29,37.9,3.3,2.8,1.0,0.1,0.1,2020
167,Kameron Edwards,PU,30,32.6,7.4,1.2,0.9,0.4,0.4,2020
168,John Mooney,ND,31,32.7,12.7,1.7,1.3,0.7,0.7,2020
169,Marcus Zegarowski,CU,31,34.6,3.8,5.0,1.1,0.1,0.1,2020
170,C.J. Jones,MTSU,30,34.3,2.8,1.1,0.8,0.5,0.5,2020
171,Saddiq Bey,VILL,31,33.9,4.7,2.4,0.8,0.4,0.4,2020
172,Zeke Nnaji,U of A,32,30.6,8.6,0.8,0.7,0.9,0.9,2020
173,Immanuel Quickley,UK,30,32.9,4.2,1.9,0.9,0.1,0.1,2020
174,Azar Swain,YALE,29,33.5,4.0,1.7,0.7,0.0,0.0,2020
175,Bryce Hamilton,UNLV,32,27.2,5.5,1.4,0.7,0.2,0.2,2020
176,Justinian Jessup,BSU,32,36.0,4.4,2.1,1.4,0.5,0.5,2020
177,Jahlil Jenkins,FDU,28,36.8,3.0,3.9,1.8,0.0,0.0,2020
178,Jared Butler,BU,30,30.4,3.2,3.1,1.6,0.1,0.1,2020
179,Michael Devoe,GT,28,35.2,3.9,3.4,1.2,0.1,0.1,2020
180,Teshaun Hightower,TU,30,34.1,4.6,2.4,1.5,0.1,0.1,2020
181,Jazz Johnson,UNR,29,33.8,3.3,2.0,0.9,0.0,0.0,2020
182,Loudon Love,WRST,27,26.5,9.7,1.4,0.8,1.5,1.5,2020
183,Amari Davis,UWGB,33,28.7,4.0,1.5,1.0,0.2,0.2,2020
184,Eddie Stansberry,UH,30,37.0,3.2,1.3,1.0,0.2,0.2,2020
185,Hunter Maldonado,UW,33,35.3,5.8,4.0,1.2,0.5,0.5,2020
186,Devonte Patterson,PVAMU,24,28.8,6.4,3.0,1.4,0.2,0.2,2020
187,Jordan Burns,CU,34,32.5,3.1,4.5,1.7,0.1,0.1,2020
188,Luke Knapke,U of T,32,34.0,8.2,2.2,0.4,1.9,1.9,2020
189,Kristian Doolittle,OU,29,32.4,8.9,2.0,1.3,0.4,0.4,2020
190,Precious Achiuwa,UM,31,30.4,10.8,1.0,1.1,1.9,1.9,2020
191,Rylan Bergersen,UCA,31,33.6,4.5,2.8,0.6,0.5,0.5,2020
192,Oscar da Silva,SU,31,28.5,6.4,1.5,1.1,0.8,0.8,2020
193,Ben Vander Plas,OU,31,33.0,6.9,2.8,1.0,0.7,0.7,2020
194,Tyler Cheese,AKR,30,30.7,4.8,3.4,1.1,0.3,0.3,2020
195,E.J. Anosike,SHU,33,33.2,11.6,1.7,1.0,0.3,0.3,2020
196,Caleb Hunter,MVSU,28,31.6,2.9,2.3,1.4,0.0,0.0,2020
197,Camren Wynter,DREX,33,36.4,3.7,5.1,1.6,0.1,0.1,2020
198,Alessandro Lever,GCU,30,33.5,6.0,2.2,0.5,0.2,0.2,2020
199,Lavelle Scottie,AF,32,30.8,5.7,2.1,0.8,0.2,0.2,2020
200,Lesley Varner,UTRGV,30,27.9,6.0,1.7,1.5,0.3,0.3,2020
201,Darius Roy,UWM,30,33.9,4.1,3.0,1.4,0.2,0.2,2020
202,Josiah Wallace,EIU,32,32.2,4.4,2.3,0.8,0.3,0.3,2020
203,Makale Foreman,SB,33,35.0,2.8,2.0,0.7,0.0,0.0,2020
204,Billy Wampler,WRST,31,30.6,4.5,1.6,0.5,0.2,0.2,2020
205,Jermaine Bishop,NSU,31,33.4,3.5,2.2,1.0,0.1,0.1,2020
206,Jarred Godfrey,IPFW,33,34.2,4.5,3.5,1.2,0.2,0.2,2020
207,Tyreke Key,ISU,30,33.3,4.6,1.7,0.7,0.2,0.2,2020
208,Brandon Childress,WF,30,35.4,3.0,4.6,1.2,0.0,0.0,2020
209,Carlos Dotson,WCU,30,27.2,9.7,1.9,0.6,0.2,0.2,2020
210,Eli Scott,LMU,32,34.6,6.7,4.3,1.0,0.2,0.2,2020
211,Charlie Moore,DEP,32,35.6,3.3,6.1,1.5,0.1,0.1,2020
212,Jarron Cumberland,UC,27,32.4,3.8,4.9,1.0,0.7,0.7,2020
213,Jalon Gates,HBU,29,27.9,1.7,0.6,0.8,0.0,0.0,2020
214,Brandon Kamga,CSUF,29,32.7,4.4,1.2,0.7,0.2,0.2,2020
215,Max Mahoney,BU,34,27.1,8.3,2.6,1.1,0.5,0.5,2020
216,Omer Yurtseven,GU,26,27.2,9.8,1.2,0.5,1.5,1.5,2020
217,Jalen Johnson,LA,33,33.9,6.6,0.8,0.8,0.6,0.6,2020
218,"Darrell Brown, Jr.",BU,32,34.8,2.6,4.7,0.9,0.0,0.0,2020
219,Landers Nolley II,VT,32,30.2,5.8,2.4,0.8,0.3,0.3,2020
220,Carlos Johnson,GCU,30,33.1,5.1,1.5,1.0,0.4,0.4,2020
221,Jalen Smith,UMD,31,31.2,10.5,0.8,0.7,2.4,2.4,2020
222,Jordan Goodwin,SLU,31,35.9,10.4,3.1,2.1,0.2,0.2,2020
223,Chris Lykes,UM,26,29.9,2.1,2.4,1.1,0.3,0.3,2020
224,Marcus Carr,U of M,31,36.8,5.3,6.6,0.9,0.1,0.1,2020
225,Gerard Andrus,PVAMU,32,28.3,5.5,1.1,1.4,0.5,0.5,2020
226,Xavier Johnson,CSU,23,30.0,2.7,2.8,1.4,0.0,0.0,2020
227,Brandon Johnson,WMY,32,31.0,8.1,1.0,0.5,1.0,1.0,2020
228,Zach Nutall,SHSU,30,29.9,4.5,2.0,1.5,0.2,0.2,2020
229,Matt Ryan,UTC,33,30.6,4.9,1.9,0.4,0.1,0.1,2020
230,Buddy Boeheim,SU,32,35.6,1.9,2.2,1.1,0.2,0.2,2020
231,Caleb Homesley,LIB,30,30.7,5.7,2.4,1.1,0.8,0.8,2020
232,Jaelin Llewellyn,PRIN,27,33.4,4.1,2.3,1.0,0.3,0.3,2020
233,Isaac Bonton,WSU,28,32.8,3.7,4.0,1.2,0.2,0.2,2020
234,Nick Muszynski,BEL,33,24.7,6.4,1.7,0.4,1.6,1.6,2020
235,Roland Griffin,JSU,23,30.1,6.2,2.0,1.0,0.4,0.4,2020
236,Deondre Burns,ORU,31,32.3,4.1,4.1,0.9,0.1,0.1,2020
237,K.J. Robinson,UNO,29,32.1,2.1,2.7,0.9,0.0,0.0,2020
238,Isaiah Bailey,BCU,30,27.5,4.8,2.3,1.3,0.4,0.4,2020
239,Tyrese Haliburton,ISU,22,36.7,5.9,6.5,2.5,0.7,0.7,2020
240,Jake Toolson,BYU,32,33.6,4.8,3.9,1.1,0.4,0.4,2020
241,Jose Perez,GWU,22,35.0,6.5,4.2,1.0,0.3,0.3,2020
242,Devon Andrews,FIU,31,28.1,4.7,2.0,1.5,0.4,0.4,2020
243,"Paul Reed, Jr.",DEP,29,31.7,10.7,1.6,1.9,2.6,2.6,2020
244,Collin Gillespie,VILL,31,34.1,3.7,4.5,1.2,0.1,0.1,2020
245,Chauncey Hawkins,SFC,31,32.8,3.7,3.2,1.8,0.2,0.2,2020
246,Jalen Pickett,SC,29,36.9,4.6,6.0,1.0,1.1,1.1,2020
247,Tyler Sharpe,NKU,32,34.9,2.6,2.2,1.7,0.0,0.0,2020
248,Jalen Crutcher,DAY,30,33.6,3.2,4.9,0.8,0.1,0.1,2020
249,Kendal Allen Manuel,UM,31,36.2,3.5,1.9,0.9,0.1,0.1,2020
250,Cameron Krutwig,L-IL,32,31.3,8.1,4.2,1.2,0.6,0.6,2020
251,Rob Perry,STET,33,32.8,5.1,1.6,0.9,0.2,0.2,2020
252,Jahmi'us Ramsey,TTU,27,31.1,4.0,2.2,1.3,0.7,0.7,2020
253,Jaden Shackelford,UA,31,29.4,4.5,1.4,0.5,0.2,0.2,2020
254,JaVonte Perkins,SLU,31,27.4,3.5,0.7,0.8,0.3,0.3,2020
255,"Ronald Jackson, Jr.",NC A&T,32,31.9,10.4,0.9,1.2,0.5,0.5,2020
256,Jordan Jackson,UTRGV,29,27.2,2.8,2.0,1.4,0.4,0.4,2020
257,Keandre Cook,MSU,33,32.1,4.6,1.4,0.8,0.4,0.4,2020
258,A.J. Lawson,MSU,32,29.6,3.8,4.2,1.0,0.2,0.2,2020
259,Tyron Brewer,SELU,31,32.2,7.7,0.8,1.5,0.6,0.6,2020
260,JaQuan Lyle,UNM,29,34.7,4.2,4.6,1.4,0.3,0.3,2020
261,Sergio El Darwich,UM,25,33.6,5.2,4.2,1.7,0.3,0.3,2020
262,Carter Hendricksen,UNF,33,31.9,7.1,1.8,0.4,0.2,0.2,2020
263,Chris Knight,DART,29,25.7,6.3,2.0,0.9,1.2,1.2,2020
264,Ethan Thompson,OSU,31,35.4,4.2,4.5,1.3,0.2,0.2,2020
265,Dimencio Vaughn,RU,30,31.6,6.6,1.9,1.8,0.8,0.8,2020
266,Cameron Shelton,NAU,30,35.0,6.3,4.3,1.5,0.2,0.2,2020
267,Garrett Sams,UNF,29,31.0,4.5,1.9,1.0,0.3,0.3,2020
268,Kane Williams,GSU,32,30.8,4.6,4.4,1.5,0.4,0.4,2020
269,Tajuan Agee,IC,29,32.2,7.2,3.0,1.1,1.2,1.2,2020
270,Dru Kuxhausen,MSU,32,31.7,1.9,1.2,0.7,0.0,0.0,2020
271,Austin Reaves,OU,31,33.3,5.3,3.0,1.0,0.3,0.3,2020
272,Antonio Williams,KSU,30,31.2,3.9,3.7,1.2,0.5,0.5,2020
273,Nathan Hoover,WC,35,33.2,3.5,1.4,0.6,0.0,0.0,2020
274,Armel Potter,GW,28,32.2,3.2,5.8,0.8,0.1,0.1,2020
275,Rasir Bolton,ISU,30,31.2,3.4,2.8,1.1,0.1,0.1,2020
276,Cody John,WSU,32,35.0,3.9,1.6,0.7,0.0,0.0,2020
277,Tyrell Terry,SU,31,32.5,4.5,3.2,1.4,0.1,0.1,2020
278,Troy Green,UNO,30,31.9,4.2,3.2,1.4,0.1,0.1,2020
279,Davion Buster,LU,29,32.9,2.7,2.4,1.8,0.1,0.1,2020
280,Te'Jon Lucas,UWM,30,33.5,4.3,5.1,1.9,0.2,0.2,2020
281,Ethan Stair,MER,32,34.8,9.2,2.2,1.2,0.2,0.2,2020
282,Javion Hamlet,UNT,31,30.3,3.0,4.7,0.7,0.0,0.0,2020
283,"Alonzo Verge, Jr.",ASU,28,26.7,3.5,2.2,1.4,0.1,0.1,2020
284,Josh Ajayi,USA,29,31.8,7.2,1.3,0.8,0.6,0.6,2020
285,Umoja Gibson,UNT,31,30.4,2.2,1.9,1.4,0.0,0.0,2020
286,Tyson Jolly,SMU,30,35.0,6.2,2.3,0.7,0.5,0.5,2020
287,L.J. Figueroa,STJ,32,28.3,4.5,2.1,1.9,0.5,0.5,2020
288,Amauri Hardy,UNLV,32,34.6,3.3,3.3,0.7,0.2,0.2,2020
289,"John Petty, Jr.",UA,29,33.5,6.6,2.5,1.1,0.7,0.7,2020
290,Algevon Eichelberger,CSU,29,27.5,6.4,1.2,0.7,0.9,0.9,2020
291,Ray Salnave,MU,31,28.2,4.5,3.2,1.5,0.2,0.2,2020
292,Tarkus Ferguson,UIC,32,35.8,5.9,4.8,1.2,1.1,1.1,2020
293,Eric Jamison,GWU,32,34.9,6.0,1.2,0.7,0.0,0.0,2020
294,Everette Hammond,USCU,33,32.1,4.5,2.4,1.2,0.2,0.2,2020
295,Zach Copeland,ISU,31,29.9,3.1,2.7,1.0,0.0,0.0,2020
296,Isaiah White,UVU,21,29.5,8.4,1.3,0.7,0.4,0.4,2020
297,David DiLeo,CMU,32,31.4,5.1,0.9,1.0,0.1,0.1,2020
298,Jon Axel Gudmundsson,DAV,30,35.5,7.1,4.3,1.2,0.1,0.1,2020
299,Max Abmas,ORU,31,29.5,2.2,1.4,1.0,0.2,0.2,2020
300,Charles Minlend,USF,34,29.4,4.7,1.8,1.0,0.5,0.5,2020
301,Tahjai Teague,BSU,31,28.6,9.1,2.1,1.2,1.5,1.5,2020
302,Brady Manek,OU,31,30.5,6.2,0.9,0.5,1.2,1.2,2020
303,Matt Hauser,PSU,25,32.0,4.1,2.5,1.5,0.0,0.0,2020
304,Elijah Burns,SC,29,25.9,5.8,0.9,0.6,0.2,0.2,2020
305,McKinley Wright,CU,32,34.8,5.7,5.0,1.1,0.3,0.3,2020
306,Cedric Russell,LA,32,33.7,3.7,2.1,0.9,0.1,0.1,2020
307,Jose Alvarado,GT,24,33.5,3.4,4.0,2.1,0.1,0.1,2020
308,Kai Mitchell,SHSU,31,24.1,6.1,2.1,0.8,1.2,1.2,2020
309,Filip Rebraca,UND,32,32.5,8.9,1.6,0.5,1.0,1.0,2020
310,Marcus Hammond,NU,32,31.1,4.6,2.9,1.0,0.1,0.1,2020
311,Noah Gurley,FU,32,28.9,4.6,1.9,0.9,0.7,0.7,2020
312,Tyrik Armstrong,TSU,28,29.0,3.6,4.1,1.8,0.0,0.0,2020
313,Danny Pippen,KSU,31,29.1,7.1,1.7,0.4,1.5,1.5,2020
314,Payten Ricks,ACU,31,31.3,3.1,1.9,2.3,0.0,0.0,2020
315,Kaelon Harris,CIT,29,27.3,6.9,1.4,0.8,0.2,0.2,2020
316,Tyrn Flowers,LIU,33,34.5,9.6,2.1,1.2,1.8,1.8,2020
