Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
24,Luwane Pipkins,UMass,32,34.8,3.6,4.0,1.5,0.0,0.0,2018
25,Bogdan Bliznyuk,EWU,35,35.1,6.8,3.9,0.8,0.3,0.3,2018
26,Jock Landale,SMC,36,33.3,10.2,2.0,0.4,1.0,1.0,2018
27,Jahad Thomas,UML,27,36.3,8.4,4.0,1.8,0.3,0.3,2018
28,Marvin Bagley III,DUKE,33,33.9,11.1,1.5,0.8,0.9,0.9,2018
29,Nicholas King,MTSU,33,32.9,8.4,2.0,0.7,0.2,0.2,2018
30,Kahlil Dukes,NU,33,33.9,2.2,3.3,0.8,0.0,0.0,2018
31,Tramaine Isabell,DREX,28,34.4,7.5,3.4,1.2,0.0,0.0,2018
32,B.J. Johnson,LU,27,35.2,8.3,0.7,1.3,0.7,0.7,2018
33,Jerome Robinson,BC,35,36.0,3.6,3.3,0.9,0.1,0.1,2018
34,Eugene German,NIU,32,31.0,3.8,1.7,0.9,0.2,0.2,2018
35,Joel Hernandez,LIU,35,32.9,5.8,2.6,0.5,0.5,0.5,2018
36,Kevin Hervey,UTA,33,32.2,8.5,2.2,1.2,0.6,0.6,2018
37,Zach Thomas,BU,35,31.8,9.1,2.1,1.0,0.7,0.7,2018
38,Andrew Rowsey,MU,35,32.7,3.0,4.8,0.9,0.2,0.2,2018
39,Markus Howard,MU,34,31.5,3.2,2.8,1.0,0.1,0.1,2018
40,C.J. Williams,HU,33,35.5,3.4,0.6,0.8,0.3,0.3,2018
41,Aaron Holiday,UCLA,33,37.7,3.7,5.8,1.3,0.2,0.2,2018
42,Nick Dixon,UTRGV,33,29.6,4.4,2.4,1.4,0.2,0.2,2018
43,Jairus Lyles,UMBC,33,34.9,5.5,3.5,2.1,0.2,0.2,2018
44,Deandre Ayton,U of A,35,33.5,11.6,1.6,0.6,1.9,1.9,2018
45,Zach Lofton,NMSU,33,31.9,5.0,1.7,1.1,0.1,0.1,2018
46,C.J. Burks,MU,35,35.9,4.1,3.1,1.0,0.1,0.1,2018
47,Chandler Hutchison,BSU,31,31.0,7.7,3.5,1.5,0.3,0.3,2018
48,Zane Martin,TU,32,30.2,3.5,2.7,0.8,0.2,0.2,2018
49,Marcus Foster,CU,33,31.6,3.9,2.7,1.0,0.1,0.1,2018
50,Keita Bates-Diop,OSU,34,33.1,8.7,1.6,0.9,1.6,1.6,2018
51,Roddy Peters,NSU,32,26.8,5.9,4.2,1.4,0.2,0.2,2018
52,Tony Carr,PSU,37,35.3,4.9,5.0,0.8,0.3,0.3,2018
53,Roosevelt Smart,UNT,38,33.5,4.2,0.9,0.6,0.3,0.3,2018
54,Paul Miller,NDSU,31,33.8,5.8,3.4,1.0,0.3,0.3,2018
55,Reid Travis,SU,35,34.0,8.7,1.3,0.7,0.1,0.1,2018
56,"Kyle Allman, Jr.",CSUF,32,32.9,3.5,2.3,1.1,0.2,0.2,2018
57,Trevon Bluiett,XAV,35,34.3,5.5,2.5,0.7,0.3,0.3,2018
58,Denzel Mahoney,SEMO,31,31.3,5.1,1.3,0.9,0.2,0.2,2018
59,Yante Maten,UGA,33,34.3,8.6,1.5,0.5,1.5,1.5,2018
60,Rob Gray,U of H,34,31.9,3.7,4.4,1.1,0.1,0.1,2018
61,Tyus Battle,SU,37,39.0,2.9,2.1,1.5,0.2,0.2,2018
62,Gary Blackston,PVAMU,33,32.3,5.3,3.5,1.5,0.1,0.1,2018
63,Collin Sexton,UA,33,29.9,3.8,3.6,0.8,0.1,0.1,2018
64,Max Heidegger,UCSB,32,32.9,2.5,2.5,0.6,0.1,0.1,2018
65,Reed Timmer,DU,34,33.4,3.6,2.3,0.6,0.1,0.1,2018
66,Jermaine Marrow,HU,34,34.6,5.0,5.4,1.3,0.0,0.0,2018
67,Jaylen Adams,STBN,28,37.0,3.4,5.2,1.5,0.2,0.2,2018
68,Matt Scott,NU,29,33.1,7.3,2.6,1.1,0.5,0.5,2018
69,Victor Sanders,U of I,31,30.7,3.5,3.3,1.0,0.5,0.5,2018
70,Justin Tillman,VCU,33,30.6,9.9,0.5,0.3,1.0,1.0,2018
71,Tookie Brown,GSU,32,32.3,4.1,4.3,1.8,0.3,0.3,2018
72,Justin James,UW,32,31.1,6.0,3.1,1.1,0.5,0.5,2018
73,Jalen Brunson,VILL,40,31.8,3.0,4.6,0.9,0.0,0.0,2018
74,Brandon Tabb,BCU,30,31.3,3.6,1.6,1.5,0.4,0.4,2018
75,Jeremiah Martin,UM,27,34.7,4.3,3.8,2.3,0.6,0.6,2018
76,Cameron Young,QU,33,34.1,6.8,2.8,1.3,0.3,0.3,2018
77,Thomas Wilder,WMY,32,32.8,4.4,4.3,1.9,0.3,0.3,2018
78,Caleb Martin,UNR,36,33.3,5.4,2.6,1.2,0.6,0.6,2018
79,Jalen Hayes,OU,29,35.7,8.1,2.0,1.0,0.9,0.9,2018
80,Tanner Leissner,UNH,31,35.8,6.9,2.0,0.5,0.3,0.3,2018
81,Matt Mooney,USD,34,30.6,4.1,3.1,2.0,0.1,0.1,2018
82,Rodrick Sikes,USA,32,31.2,3.1,0.8,0.9,0.2,0.2,2018
83,Joe Kilgore,TAMU-CC,29,35.1,5.6,3.3,1.8,0.6,0.6,2018
84,Brandon Goodwin,FGC,34,33.4,5.5,4.8,1.4,0.1,0.1,2018
85,Grant Riller,C of C,33,33.6,2.8,2.0,1.3,0.4,0.4,2018
86,Martaveous McKnight,UAPB,35,34.1,4.3,3.5,1.9,0.1,0.1,2018
87,Sa'eed Nelson,AU,29,37.0,3.6,5.1,1.8,0.2,0.2,2018
88,Carsen Edwards,PU,37,29.5,3.8,2.8,1.1,0.2,0.2,2018
89,Nathan Knight,W&M,31,28.7,7.3,2.2,0.6,2.0,2.0,2018
90,Gabe Levin,LBSU,32,31.0,7.2,1.6,1.0,0.7,0.7,2018
91,Ronshad Shabazz,ASU,33,32.7,2.5,3.0,1.1,0.1,0.1,2018
92,Donte Clark,TSU,36,34.8,5.2,2.6,1.1,0.3,0.3,2018
93,Stuckey Mosley,JMU,32,35.6,4.5,2.1,1.4,0.2,0.2,2018
94,Jhivvan Jackson,UTSA,29,25.7,3.2,1.8,1.0,0.1,0.1,2018
95,Khalil Small,UWGB,33,34.2,6.7,3.3,1.3,0.1,0.1,2018
96,Josh Okogie,GT,24,36.4,6.2,2.5,1.8,1.0,1.0,2018
97,Tra Holder,ASU,32,35.1,4.2,3.4,1.3,0.0,0.0,2018
98,Elijah Bryant,BYU,35,34.7,6.3,2.3,1.3,0.5,0.5,2018
99,Jamaal King,SFU,31,30.9,3.1,3.5,1.2,0.0,0.0,2018
100,Desmond Williams,FAMU,34,35.6,6.1,1.9,1.2,0.7,0.7,2018
101,Tre'Shaun Fletcher,U of T,33,32.9,8.0,4.3,0.8,0.2,0.2,2018
102,Allonzo Trier,U of A,33,34.1,3.0,3.2,0.6,0.3,0.3,2018
103,Matt Mobley,STBN,34,37.6,5.0,2.4,1.1,0.1,0.1,2018
104,Jalen Adams,UConn,30,38.1,4.2,4.7,1.5,0.3,0.3,2018
105,Ryan Welage,SJSU,30,34.6,5.4,1.4,0.6,0.2,0.2,2018
106,Joe Chealey,C of C,34,35.4,4.6,3.6,0.9,0.1,0.1,2018
107,Kellan Grady,DAV,33,35.2,3.3,1.9,0.8,0.1,0.1,2018
108,Nick Mayo,EKU,31,34.3,6.7,2.2,0.8,1.5,1.5,2018
109,Jordon Varnado,TU,26,31.2,7.0,1.7,0.7,1.4,1.4,2018
110,Jaylen Barford,U of A,35,31.3,3.9,2.5,1.0,0.3,0.3,2018
111,Vasa Pusica,NU,33,34.3,3.6,5.1,1.1,0.1,0.1,2018
112,Justin Strings,CSUS,32,36.2,7.0,2.3,0.6,0.9,0.9,2018
113,Ethan Happ,UW,33,30.8,8.0,3.7,1.5,1.1,1.1,2018
114,Jessie Govan,GU,30,32.7,10.0,2.0,0.6,1.1,1.1,2018
115,Joe Cremo,ALB,32,35.2,4.1,3.8,0.8,0.3,0.3,2018
116,Yoeli Childs,BYU,35,34.0,8.6,2.2,0.9,1.8,1.8,2018
117,James Batemon III,LMU,30,35.0,3.6,4.6,1.2,0.0,0.0,2018
118,Kameron Chatman,UDM,29,32.6,8.2,2.1,1.2,0.4,0.4,2018
119,Deshon Taylor,CSUF,32,33.8,3.2,2.6,1.5,0.2,0.2,2018
120,"Frank Bartley, IV",LA,33,30.7,3.6,2.0,1.4,0.1,0.1,2018
121,Jordan Caroline,UNR,37,34.8,8.6,2.2,0.7,0.2,0.2,2018
122,Hayden Dalton,UW,33,33.3,7.8,2.6,0.9,0.5,0.5,2018
123,Devontae Cacok,UNCW,32,29.4,13.5,0.9,1.0,0.6,0.6,2018
124,Mikal Bridges,VILL,40,32.1,5.3,1.9,1.5,1.1,1.1,2018
125,Zach Jackson,UNO,31,31.8,6.3,0.9,1.1,0.4,0.4,2018
126,Christian Keeling,CSU,28,33.6,5.2,2.0,1.3,0.4,0.4,2018
127,"Wesley Person, Jr.",TU,33,34.0,2.9,1.8,0.7,0.0,0.0,2018
128,Ky Bowman,BC,35,38.2,6.8,4.7,1.5,0.3,0.3,2018
129,Tres Tinkle,OSU,32,36.4,7.2,3.7,1.4,0.6,0.6,2018
130,Mike Smith,COM,27,34.0,2.6,4.6,1.1,0.0,0.0,2018
131,Keenan Evans,TTU,36,29.5,3.0,3.2,1.1,0.3,0.3,2018
132,Martez Walker,OU,26,37.1,4.1,1.6,0.9,0.6,0.6,2018
133,"Dachon Burke, Jr.",RMU,32,32.6,5.8,2.5,2.1,0.5,0.5,2018
134,Jon Davis,CHAR,29,36.2,3.8,5.5,0.9,0.3,0.3,2018
135,Tyler Hall,MSU,31,32.1,3.7,2.8,0.8,0.4,0.4,2018
136,Desi Rodriguez,SHU,31,30.3,4.8,2.0,1.0,0.5,0.5,2018
137,K.J. Feagin,SCU,31,35.0,2.1,4.0,0.8,0.1,0.1,2018
138,David Efianayi,GWU,32,32.6,3.6,2.5,1.2,0.2,0.2,2018
139,Ryan Daly,UD,28,37.5,6.2,2.4,1.2,0.1,0.1,2018
140,Shavar Newkirk,SJU,32,34.1,4.3,3.9,1.6,0.2,0.2,2018
141,Jordan Barnes,ISU,31,33.7,3.9,3.6,1.2,0.1,0.1,2018
142,Robert Franks,WSU,30,33.0,6.6,1.9,0.5,1.0,1.0,2018
143,"Desmond Cambridge, Jr.",BU,27,30.0,4.5,1.2,1.1,1.0,1.0,2018
144,Brandon Anderson,BU,27,33.8,2.7,3.9,1.5,0.1,0.1,2018
145,James Scott,KENN,29,31.8,2.4,2.2,1.7,0.2,0.2,2018
146,Devonte' Graham,KU,39,37.8,4.0,7.2,1.6,0.1,0.1,2018
147,Dylan Windler,BEL,33,35.4,9.3,2.7,1.0,0.9,0.9,2018
148,Otis Livingston II,GMU,33,36.3,3.2,4.3,1.0,0.1,0.1,2018
149,Jevon Carter,WVU,37,34.7,4.6,6.6,3.0,0.4,0.4,2018
150,Blake Francis,WC,32,32.7,1.9,1.7,1.6,0.0,0.0,2018
151,Raiquan Clark,LIU,35,32.2,7.0,1.5,1.1,0.4,0.4,2018
152,Xavier Cooks,WIN,30,29.8,8.8,3.6,1.0,2.1,2.1,2018
153,"James Palmer, Jr.",UNL,33,31.0,4.4,3.0,1.0,0.5,0.5,2018
154,Ahmaad Rorie,UM,34,35.8,3.9,3.7,1.2,0.1,0.1,2018
155,Keith Braxton,SFU,31,35.2,9.5,3.3,1.7,0.6,0.6,2018
156,Jace Hogan,JAC,27,30.7,6.6,1.2,0.8,0.5,0.5,2018
157,Joel Berry,UNC,36,33.1,3.5,3.2,1.2,0.3,0.3,2018
158,Miles Bridges,MSU,34,31.4,7.0,2.7,0.6,0.8,0.8,2018
159,Deven Simms,ASU,24,30.7,6.0,1.7,1.4,0.4,0.4,2018
160,Brian Parker,MAR,30,32.4,5.3,3.4,0.5,0.1,0.1,2018
161,Jermaine Crumpton,CAN,33,32.2,5.4,1.5,0.7,0.5,0.5,2018
162,Drew McDonald,NKU,32,30.6,9.6,2.2,0.5,0.5,0.5,2018
163,Brayon Blake,U of I,31,29.0,9.6,1.2,0.7,0.5,0.5,2018
164,Marcus Barham,FAMU,31,36.0,4.3,1.9,0.8,0.2,0.2,2018
165,Brandon McCoy,UNLV,33,28.8,10.3,0.5,0.5,1.8,1.8,2018
166,Chris Cokley,UAB,32,27.2,8.6,1.5,0.6,0.4,0.4,2018
167,Jeff Roberson,VU,32,34.4,7.1,1.5,0.9,0.3,0.3,2018
168,Aaron Calixte,UM,32,33.2,3.2,3.2,0.9,0.1,0.1,2018
169,C.J. Massinburg,UB,36,34.0,7.3,2.4,1.1,0.4,0.4,2018
170,Jordan Talley,UNCW,31,30.3,2.8,5.7,1.0,0.1,0.1,2018
171,James Demery,SJU,30,34.1,5.5,1.1,1.2,0.3,0.3,2018
172,Pookie Powell,LU,30,36.7,4.2,4.3,0.8,0.1,0.1,2018
173,Luke Maye,UNC,37,32.2,10.1,2.4,1.0,1.0,1.0,2018
174,Isaiah Reese,CAN,33,33.4,5.8,4.7,2.2,0.2,0.2,2018
175,Bryant Crawford,WF,31,31.8,2.9,4.9,1.5,0.2,0.2,2018
176,Elijah Minnie,EMU,35,31.4,6.1,1.1,1.8,1.9,1.9,2018
177,Jared Terrell,URI,34,33.2,3.5,2.4,1.5,0.2,0.2,2018
178,Jordan Murphy,U of M,32,31.8,11.3,1.4,1.2,1.0,1.0,2018
179,Max Strus,DEP,31,35.6,5.6,2.7,1.3,0.5,0.5,2018
180,Divine Myles,STET,31,34.7,4.5,4.2,1.6,0.1,0.1,2018
181,Daryl Macon,U of A,35,30.9,2.9,3.9,1.0,0.1,0.1,2018
182,Amanze Egekeze,BEL,33,34.5,6.2,0.9,0.6,0.2,0.2,2018
183,MaCio Teague,UNCA,34,35.3,4.4,2.5,1.6,0.1,0.1,2018
184,Erick Neal,UTA,33,34.5,4.2,6.7,2.0,0.1,0.1,2018
185,Daniel Utomi,AKR,32,34.5,5.3,1.9,0.9,0.3,0.3,2018
186,Tyler Kohl,CCSU,31,34.8,8.2,4.1,1.4,0.1,0.1,2018
187,Lindell Wigginton,ISU,31,33.0,3.7,2.8,0.9,0.4,0.4,2018
188,Tay Dawson,CSUN,30,32.9,6.6,2.0,0.9,0.7,0.7,2018
189,Devin Cannady,PRIN,29,36.7,5.4,1.7,0.8,0.1,0.1,2018
190,Stone Gettings,COR,28,26.8,6.6,2.9,0.7,0.5,0.5,2018
191,"Ivy Smith, Jr.",GSU,31,35.1,4.5,5.0,2.2,0.2,0.2,2018
192,Nate Mason,U of M,31,34.1,3.6,4.2,1.1,0.1,0.1,2018
193,Cortez Edwards,USM,34,36.0,6.4,2.9,2.1,0.4,0.4,2018
194,Milik Yarbrough,ISU,32,28.0,6.6,4.8,0.9,0.7,0.7,2018
195,Geno Crandall,UND,32,33.4,4.3,3.6,2.1,0.1,0.1,2018
196,Jaylin Walker,KSU,31,33.6,3.9,2.0,1.0,0.1,0.1,2018
197,Shannon Evans,ASU,32,34.9,3.2,3.5,1.4,0.3,0.3,2018
198,Juwan Morgan,IU,31,29.4,7.4,1.5,1.2,1.4,1.4,2018
199,Ahmad Thomas,UNCA,32,32.1,5.8,2.8,1.9,0.3,0.3,2018
200,Matt Klinewski,LC,31,26.8,5.8,1.5,0.5,0.7,0.7,2018
201,Jahaad Proctor,HP,25,31.9,3.6,3.0,1.0,0.3,0.3,2018
202,Mustapha Heron,AU,32,28.6,5.3,0.9,1.2,0.1,0.1,2018
203,"Brian Beard, Jr.",FIU,31,35.9,3.9,5.7,2.9,0.0,0.0,2018
204,Femi Olujobi,NC A&T,32,31.9,7.7,1.2,0.4,0.7,0.7,2018
205,Sam Merrill,USU,34,35.4,3.3,3.1,1.0,0.2,0.2,2018
206,Yuta Watanabe,GW,33,36.6,6.1,1.6,0.8,1.6,1.6,2018
207,Jared Sam,SUBR,33,33.5,8.8,1.3,0.8,0.8,0.8,2018
208,Matt Farrell,ND,31,35.8,2.4,5.5,1.0,0.1,0.1,2018
209,Kassius Robertson,MU,33,36.0,3.0,2.3,1.0,0.1,0.1,2018
210,Travin Thibodeaux,UNO,26,28.7,5.8,2.9,1.4,1.1,1.1,2018
211,Jaelan Sanford,U of T,34,34.6,3.4,3.0,0.6,0.6,0.6,2018
212,Jordan Davis,UNC,38,29.1,4.8,3.2,0.9,0.4,0.4,2018
213,Manu Lecomte,BU,33,34.1,2.2,3.7,0.7,0.0,0.0,2018
214,Nick Perkins,UB,36,27.5,6.0,0.8,0.3,0.6,0.6,2018
215,David Caraher,HBU,29,31.3,7.2,1.9,0.8,0.1,0.1,2018
216,Jalen Henry,SIUE,29,28.1,7.3,1.2,0.8,0.8,0.8,2018
217,Dean Wade,KSU,33,32.8,6.2,2.7,1.5,0.8,0.8,2018
218,"David Jenkins, Jr.",SDSU,35,29.5,3.2,1.6,0.4,0.0,0.0,2018
219,Dimencio Vaughn,RU,29,27.7,6.7,1.1,1.8,0.7,0.7,2018
220,Isaiah Bailey,BCU,31,32.2,5.3,4.8,0.9,0.3,0.3,2018
221,Zach Johnson,FGC,35,32.4,3.3,3.0,2.0,0.1,0.1,2018
222,Joe Rosga,UD,30,34.2,4.1,2.9,0.7,0.1,0.1,2018
223,Prentiss Nixon,CSU,27,32.1,3.2,2.0,1.5,0.1,0.1,2018
224,Allerik Freeman,NCST,33,34.4,4.2,2.6,1.2,0.0,0.0,2018
225,Matthew Butler,UTM,31,37.7,2.6,3.0,0.9,0.1,0.1,2018
226,Jaylen Nowell,UW,34,32.5,4.0,2.7,1.1,0.3,0.3,2018
227,Seth Towns,HAR,30,27.9,5.7,1.8,0.8,0.6,0.6,2018
228,"Barry Brown, Jr.",KSU,37,34.7,3.2,3.2,1.8,0.1,0.1,2018
229,Rob Marberry,LIP,33,28.5,5.8,1.9,0.7,0.7,0.7,2018
230,Travis Munnings,ULM,32,34.6,7.3,2.4,1.2,0.2,0.2,2018
231,Kobe Webster,WIU,28,33.4,4.1,3.5,0.7,0.1,0.1,2018
232,Tremont Waters,LSU,33,33.0,3.4,6.0,2.0,0.1,0.1,2018
233,"Melvin Frazier, Jr.",TU,30,34.4,5.6,2.9,2.1,0.7,0.7,2018
234,Zachary Hamilton,PVAMU,34,27.6,4.3,1.3,0.9,0.3,0.3,2018
235,Bryce Brown,AU,33,31.2,2.0,1.7,1.0,0.2,0.2,2018
236,Justin Turner,BGSU,31,33.9,3.6,2.6,1.5,0.3,0.3,2018
237,Elijah Pemberton,HOF,30,34.9,4.8,2.2,0.7,0.2,0.2,2018
238,Marcus Derrickson,GU,29,32.0,8.1,1.6,0.7,0.7,0.7,2018
239,Nick Masterson,KENN,30,36.7,2.8,3.2,0.8,0.1,0.1,2018
240,Tevon Saddler,NSU,30,29.3,6.6,2.8,1.6,0.2,0.2,2018
241,Michael Oguine,UM,34,32.2,5.5,2.0,1.4,0.5,0.5,2018
242,Stevie Thompson,OSU,32,36.6,3.1,3.2,1.7,0.3,0.3,2018
243,Malachi Flynn,WSU,31,33.4,3.4,4.3,1.6,0.1,0.1,2018
244,Andre Walker,L-MD,29,32.0,3.9,2.8,1.6,0.0,0.0,2018
245,Anthony Cowan,UMD,32,37.0,4.4,5.1,1.5,0.3,0.3,2018
246,Marcquise Reed,CLEM,35,34.9,4.7,3.3,1.7,0.0,0.0,2018
247,Justin Johnson,WKU,38,34.6,9.4,1.3,0.7,0.7,0.7,2018
248,Averyl Ugba,APSU,34,30.0,8.0,1.0,0.5,1.1,1.1,2018
249,Chimezie Metu,USC,34,31.0,7.4,1.6,0.8,1.7,1.7,2018
250,Isaiah Pineiro,USD,34,28.1,6.2,2.1,1.2,0.8,0.8,2018
251,Kamar Baldwin,BU,35,34.0,4.9,3.2,1.5,0.4,0.4,2018
252,Anthony Tarke,NJIT,29,32.1,6.2,2.0,1.3,0.8,0.8,2018
253,Andre Fox,HP,29,28.6,4.8,1.4,1.2,0.3,0.3,2018
254,Francis Alonso,UNCG,35,29.3,2.4,2.9,1.0,0.1,0.1,2018
255,Ajdin Penava,MU,34,29.4,8.5,1.9,0.9,3.9,3.9,2018
256,Khadeen Carrington,SHU,34,32.9,3.1,4.4,1.1,0.3,0.3,2018
257,Dexter McClanahan,SST,32,29.5,4.2,1.9,1.2,0.2,0.2,2018
258,Terry Taylor,APSU,34,31.5,8.6,0.7,0.6,1.0,1.0,2018
259,Josh Cunningham,DAY,31,31.6,8.4,1.7,0.5,0.4,0.4,2018
260,Reggie Gee,ASU,31,30.0,4.6,1.0,0.6,0.5,0.5,2018
261,Kevin Knox,UK,37,32.4,5.4,1.4,0.8,0.3,0.3,2018
262,Koby McEwen,USU,30,32.3,5.4,3.2,0.8,0.0,0.0,2018
263,Leland King II,UCSB,32,31.8,10.2,1.9,0.8,0.2,0.2,2018
264,Grant Golden,RICH,32,30.7,6.7,2.2,0.6,1.2,1.2,2018
265,Reggie Dillard,PC,32,33.6,3.2,1.8,0.7,0.3,0.3,2018
266,Isaiah Walton,LONG,27,29.1,2.7,2.2,1.2,0.3,0.3,2018
267,Adam Grant,BU,27,36.9,3.3,2.5,1.0,0.0,0.0,2018
268,Phil Fayne,ISU,29,29.9,7.4,0.9,1.2,1.0,1.0,2018
269,Jalen Hudson,UF,34,26.6,3.9,1.1,0.8,0.6,0.6,2018
270,Noah Dickerson,UW,34,27.0,8.4,0.9,0.7,0.6,0.6,2018
271,Connor Cashaw,RU,30,33.7,7.1,3.2,1.3,0.1,0.1,2018
272,Lamar Stevens,PSU,39,33.1,5.9,1.9,0.6,1.1,1.1,2018
273,Jeremy Harris,UB,36,33.2,5.9,2.1,1.0,0.7,0.7,2018
274,Myles Powell,SHU,34,31.7,2.6,2.8,1.0,0.2,0.2,2018
275,Deion Holmes,USCU,32,26.5,3.7,1.3,0.5,0.1,0.1,2018
276,Delano Spencer,TSU,30,32.8,3.1,1.3,1.1,0.1,0.1,2018
277,Grayson Allen,DUKE,37,35.6,3.3,4.6,1.7,0.1,0.1,2018
278,Zane Najdawi,CIT,31,25.2,5.0,1.0,0.7,1.4,1.4,2018
279,Tyler Seibring,ELON,32,34.1,6.8,2.2,0.3,0.7,0.7,2018
280,J.D. Notae,JAC,28,31.4,4.7,1.9,1.8,0.5,0.5,2018
281,Shannon Bogues,SFA,35,24.1,2.4,1.3,1.3,0.2,0.2,2018
282,Darrell Davis,DAY,31,35.1,4.1,2.7,0.7,0.1,0.1,2018
283,Cameron Morse,YSU,32,32.0,2.3,3.9,1.1,0.2,0.2,2018
284,Rasheen Dunn,SFC,30,30.9,5.7,2.3,1.4,0.0,0.0,2018
285,Desonta Bradford,ETSU,33,32.6,5.8,3.5,1.9,0.5,0.5,2018
286,Jeffrey Carroll,OSU,33,30.7,6.2,1.8,0.8,0.3,0.3,2018
287,Myles Stephens,PRIN,29,34.4,6.3,1.4,0.4,0.9,0.9,2018
288,Tyler Cook,UI,33,28.0,6.8,1.8,0.6,0.6,0.6,2018
289,T.J. Gibbs,ND,36,37.4,2.8,3.0,1.0,0.1,0.1,2018
290,Daniel Amigo,UD,30,25.8,6.6,1.5,0.3,0.7,0.7,2018
291,Ryan Allen,UD,30,35.7,2.5,1.5,0.5,0.2,0.2,2018
292,Leron Black,U of I,31,25.5,5.2,0.8,0.3,0.3,0.3,2018
293,Akwasi Abeyie Yeboah,SB,32,28.5,5.1,1.4,0.9,0.2,0.2,2018
294,Teyvion Kirk,OU,31,32.0,6.1,3.1,1.4,0.2,0.2,2018
295,Sam McDaniel,ULM,32,33.6,5.8,2.1,1.0,0.3,0.3,2018
296,Demetrius Denzel-Dyson,SU,32,30.8,5.0,1.1,0.9,0.3,0.3,2018
297,Nijal Pearson,TSU,33,32.6,6.0,2.4,1.3,0.4,0.4,2018
298,Corey Sanders,RU,34,33.1,4.3,3.1,1.3,0.3,0.3,2018
299,Nana Foulland,BU,35,28.6,7.0,1.3,0.5,1.7,1.7,2018
300,Keyshawn Evans,ISU,30,31.2,2.7,3.6,0.6,0.0,0.0,2018
301,John Carroll,UHA,33,31.5,6.4,2.4,0.5,0.9,0.9,2018
302,Matej Kavas,SEA,33,31.5,5.1,1.2,0.4,0.2,0.2,2018
303,Grant Williams,UT,35,28.8,6.0,1.9,0.6,1.3,1.3,2018
304,A.J. Mosby,ASU,32,32.2,4.7,3.9,1.4,0.1,0.1,2018
305,Scottie Lindsey,NU,32,32.1,3.8,1.7,0.5,0.4,0.4,2018
306,Nike Sibande,MU,34,32.9,4.3,1.2,1.1,0.1,0.1,2018
307,Raasean Davis,NCCU,35,29.0,8.1,0.4,0.6,1.0,1.0,2018
308,Khalil Ahmad,CSUF,32,31.3,3.8,1.6,1.2,0.2,0.2,2018
309,Miye Oni,YALE,29,32.8,6.0,3.6,0.9,0.7,0.7,2018
310,Terrell Miller,MSU,32,30.6,8.6,1.6,0.8,0.5,0.5,2018
311,Cam Reynolds,TU,31,36.0,6.3,2.2,0.8,0.6,0.6,2018
312,Khyri Thomas,CU,33,31.7,4.4,2.8,1.7,0.2,0.2,2018
313,Stephen Brown,BU,35,30.2,3.3,4.3,1.2,0.3,0.3,2018
314,Donovan Jackson,ISU,30,34.4,2.1,2.1,0.5,0.1,0.1,2018
315,Alex Petrie,LC,31,24.9,2.4,0.7,0.5,0.0,0.0,2018
316,Tayler Persons,BSU,32,29.8,3.3,4.3,0.8,0.2,0.2,2018
317,Vladimir Brodziansky,TCU,33,27.2,5.1,1.2,0.3,1.7,1.7,2018
318,Alize Johnson,MSU,33,31.2,11.6,2.8,0.5,0.4,0.4,2018
