Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
56,Dyami Starks,BU,30,36.3,3.3,2.0,1.1,0.0,0.0,2014
57,Chasson Randle,SU,36,35.1,3.6,2.1,1.0,0.1,0.1,2014
58,Glenn Cosey,EKU,34,36.2,3.2,4.2,1.2,0.1,0.1,2014
59,Marcus Thornton,W&M,32,35.6,2.3,2.8,1.1,0.2,0.2,2014
60,Jordan McRae,UT,37,32.2,3.5,2.5,0.7,1.0,1.0,2014
61,Jerrelle Benimon,TU,36,36.3,11.2,3.6,0.7,1.2,1.2,2014
62,Jahii Carson,ASU,33,35.4,3.9,4.6,0.7,0.1,0.1,2014
63,Alex Francis,BU,32,36.0,8.2,1.4,1.2,0.8,0.8,2014
64,Desmar Jackson,SIU,33,32.9,5.5,2.1,2.4,0.4,0.4,2014
65,Shawn Long,LA,34,29.4,10.4,0.6,0.7,2.7,2.7,2014
66,Anthony Ireland,LMU,32,35.8,3.7,5.3,1.6,0.1,0.1,2014
67,Javon McCrea,UB,29,32.0,9.9,2.2,1.5,2.2,2.2,2014
68,Trevor Releford,UA,31,34.8,3.5,3.1,2.2,0.1,0.1,2014
69,Olivier Hanlan,BC,32,36.2,3.4,2.9,0.8,0.1,0.1,2014
70,T.T. Carey,LONG,31,32.7,6.5,0.8,1.5,0.4,0.4,2014
71,Kyle Wilson,USMA,31,30.9,2.6,1.5,0.5,0.1,0.1,2014
72,Ovie Soko,DUQ,30,31.0,8.0,1.7,0.9,0.6,0.6,2014
73,C.J. Wilcox,UW,32,34.9,3.7,2.5,1.0,1.0,1.0,2014
74,J.J. Mann,BEL,36,35.2,4.8,2.6,2.1,0.1,0.1,2014
75,Chris Fouch,DREX,30,35.4,3.4,2.0,0.8,0.1,0.1,2014
76,R.J. Hunter,GSU,33,33.5,4.6,1.7,1.9,0.9,0.9,2014
77,K.T. Harrell,AU,30,32.6,4.0,2.1,0.8,0.2,0.2,2014
78,"Juwan Howard, Jr.",UDM,32,34.5,5.3,2.2,1.0,0.5,0.5,2014
79,Branden Frazier,FORD,31,36.8,5.1,4.3,1.1,0.3,0.3,2014
80,Russ Smith,U of L,37,29.3,3.3,4.6,2.0,0.1,0.1,2014
81,Juwan Staten,WVU,33,37.3,5.6,5.8,1.2,0.1,0.1,2014
82,Zaccheus Mason,UTC,31,30.3,9.7,0.8,0.9,3.0,3.0,2014
83,Christian Standhardinger,UH,31,31.9,8.4,1.5,1.4,0.7,0.7,2014
84,Terran Petteway,UNL,32,31.7,4.8,1.6,0.9,0.8,0.8,2014
85,Shabazz Napier,UConn,40,35.1,5.8,4.9,1.8,0.3,0.3,2014
86,T.J. Bray,PRIN,26,35.4,4.8,5.1,1.3,0.2,0.2,2014
87,Akeem Richmond,ECU,34,35.3,2.8,1.6,1.3,0.0,0.0,2014
88,"Walt Lemon, Jr.",BU,32,35.5,3.1,3.9,2.4,0.1,0.1,2014
89,Marcus Smart,OSU,31,32.7,5.9,4.8,2.9,0.6,0.6,2014
90,Corey Hawkins,UCD,30,33.8,4.5,3.0,1.5,0.4,0.4,2014
91,Ledrick Eackles,MSU,31,31.6,4.9,2.4,1.5,0.2,0.2,2014
92,Melvin Ejim,ISU,34,32.1,8.4,1.8,1.2,0.7,0.7,2014
93,Byron Wesley,USC,30,34.6,6.4,2.3,0.9,0.3,0.3,2014
94,Ryan Harrow,GSU,34,33.9,2.6,4.2,1.3,0.1,0.1,2014
95,D.J. Newbill,PSU,34,34.4,4.9,1.7,0.8,0.3,0.3,2014
96,Chad Frazier,UAB,31,35.3,3.3,4.3,1.1,0.3,0.3,2014
97,Langston Galloway,SJU,34,36.2,4.3,1.6,1.1,0.5,0.5,2014
98,Rashad Whack,MSMU,33,33.3,4.3,1.3,1.6,0.4,0.4,2014
99,Tim Williams,SU,32,33.0,7.3,0.8,1.3,1.4,1.4,2014
100,Taylor Braun,NDSU,32,34.0,5.5,3.8,1.5,0.2,0.2,2014
101,Angelo Warner,MSU,34,34.8,4.8,3.0,2.0,0.3,0.3,2014
102,Xavier Thames,SDSU,36,31.3,2.9,3.2,1.6,0.1,0.1,2014
103,D'Vauntes Smith-Rivera,GU,33,35.5,5.0,2.7,1.2,0.2,0.2,2014
104,Chavaughn Lewis,MAR,31,34.6,5.0,2.8,1.9,0.4,0.4,2014
105,Marcus Paige,UNC,34,35.5,3.2,4.2,1.5,0.2,0.2,2014
106,Nik Stauskas,UM,36,35.6,2.9,3.3,0.6,0.3,0.3,2014
107,Stephen Maxwell,CSUN,35,34.5,8.8,0.6,0.7,0.1,0.1,2014
108,Jordan Clarkson,MU,35,35.1,3.8,3.4,1.1,0.2,0.2,2014
109,Sean Armand,IC,33,35.9,3.2,4.1,1.2,0.3,0.3,2014
110,Lamont Middleton,NC A&T,32,35.1,4.8,2.1,1.0,0.2,0.2,2014
111,Frantz Massenat,DREX,30,36.9,3.8,4.7,0.8,0.4,0.4,2014
112,D'Angelo Harrison,STJ,33,32.9,4.9,1.9,1.0,0.5,0.5,2014
113,Dalton Pepper,TEM,31,37.8,5.1,2.4,1.0,0.2,0.2,2014
114,Sean McGonagill,BU,29,37.4,4.3,3.8,1.3,0.0,0.0,2014
115,Trey Sumler,WCU,32,35.6,3.9,4.3,1.1,0.0,0.0,2014
116,Jordan Adams,UCLA,36,30.1,5.3,2.3,2.6,0.1,0.1,2014
117,Chris Fowler,CMU,31,33.1,3.1,5.3,1.9,0.0,0.0,2014
118,Mike Williams,CSUF,31,34.6,4.1,2.5,0.9,0.2,0.2,2014
119,Jon Severe,FORD,31,32.9,2.8,2.0,0.9,0.2,0.2,2014
120,Jarvis Summers,UM,33,30.6,2.4,3.8,0.9,0.3,0.3,2014
121,Markel Starks,GU,33,37.0,2.3,4.1,0.9,0.1,0.1,2014
122,Yogi Ferrell,IU,32,33.8,3.0,3.9,0.8,0.0,0.0,2014
123,Damon Lynn,NJIT,29,33.8,2.8,2.1,1.2,0.0,0.0,2014
124,Jamie Adams,FAMU,32,30.3,2.5,3.7,1.5,0.0,0.0,2014
125,A.J. English III,IC,33,36.6,3.9,4.3,1.0,0.4,0.4,2014
126,Eron Harris,WVU,33,31.4,3.5,1.6,0.7,0.2,0.2,2014
127,Killian Larson,GCU,30,32.7,11.6,0.8,0.5,0.2,0.2,2014
128,Jared Brownridge,SCU,33,33.5,2.6,2.3,0.7,0.1,0.1,2014
129,Markel Brown,OSU,34,35.3,5.3,2.9,1.0,1.0,1.0,2014
130,Stephan Hicks,CSUN,35,34.3,6.8,1.1,1.3,0.3,0.3,2014
131,Isaiah Sykes,UCF,30,31.9,7.2,3.5,1.7,0.2,0.2,2014
132,Martez Harrison,UMKC,30,32.5,3.3,3.8,1.7,0.0,0.0,2014
133,Julian Norfleet,MSMU,33,32.7,2.8,5.5,1.6,0.3,0.3,2014
134,Lamar Patterson,PITT,36,32.6,4.9,4.3,1.4,0.3,0.3,2014
135,Andrew Wiggins,KU,35,32.8,5.9,1.5,1.2,1.0,1.0,2014
136,DeAndre Kane,ISU,36,34.4,6.8,5.9,1.2,0.3,0.3,2014
137,K.J. McDaniels,CLEM,36,33.7,7.1,1.6,1.1,2.7,2.7,2014
138,Augustine Rubit,USA,31,31.4,9.3,1.4,0.7,1.5,1.5,2014
139,Kyan Anderson,TCU,31,34.9,2.4,4.5,1.4,0.0,0.0,2014
140,Semaj Christon,XAV,34,35.3,2.7,4.2,1.3,0.2,0.2,2014
141,Richaud Pack,NC A&T,29,34.1,4.5,1.6,0.6,0.1,0.1,2014
142,Devyn Marble,UI,33,30.2,3.2,3.6,1.8,0.2,0.2,2014
143,Issiah Grayson,CSUB,32,31.8,2.8,3.9,1.4,0.0,0.0,2014
144,Javonte Green,RU,35,25.6,8.1,1.1,1.9,0.6,0.6,2014
145,Xavier Munford,URI,32,35.6,4.0,2.4,1.1,0.4,0.4,2014
146,Brandon Clark,SCU,33,32.1,2.6,3.5,1.4,0.1,0.1,2014
147,Justin Sears,YALE,32,30.6,6.9,1.4,1.2,1.9,1.9,2014
148,Rashawn Rembert,ETSU,35,36.1,3.1,1.7,1.2,0.3,0.3,2014
149,Will Cummings,TEM,29,34.4,3.4,4.6,1.5,0.1,0.1,2014
150,Cameron Payne,MSU,34,32.6,3.6,5.4,1.7,0.6,0.6,2014
151,Daniel Mullings,NMSU,35,33.5,4.9,3.5,1.9,0.5,0.5,2014
152,Torrey Craig,USCU,34,32.7,7.0,2.3,0.9,0.8,0.8,2014
153,Nolan Cressler,COR,28,32.6,4.2,1.6,0.5,0.1,0.1,2014
154,Gary Harris,MSU,35,32.3,4.0,2.7,1.8,0.4,0.4,2014
155,Georges Niang,ISU,34,30.1,4.5,3.6,0.6,0.6,0.6,2014
156,Tymell Murphy,FIU,31,34.4,7.4,2.3,1.9,1.5,1.5,2014
157,J.J. Avila,CSU,32,33.4,7.4,3.3,1.1,0.5,0.5,2014
158,Mikh McKinney,CSUS,30,34.6,3.8,4.6,1.2,0.2,0.2,2014
159,Johnny Dee,USD,35,32.4,2.8,1.4,1.1,0.0,0.0,2014
160,Chris Hansen,ISU,29,34.6,3.9,1.9,1.1,0.2,0.2,2014
161,Marvin Dominique,SPC,31,33.5,8.9,0.6,0.9,0.9,0.9,2014
162,Richard Carter,DU,31,31.2,3.2,3.8,1.8,0.0,0.0,2014
163,Jarvis Haywood,JAC,26,30.2,4.5,2.6,1.3,0.2,0.2,2014
164,Buddy Hield,OU,33,32.1,4.4,1.9,1.4,0.2,0.2,2014
165,C.J. Fair,SU,34,37.8,6.4,1.3,1.3,0.8,0.8,2014
166,Jerome Garrison,GCU,30,37.8,2.8,2.1,0.5,0.3,0.3,2014
167,Jaron Lane,UNCA,32,33.4,5.5,1.5,0.9,0.4,0.4,2014
168,Kevin Bailey,UP,24,30.0,2.9,2.2,0.9,0.8,0.8,2014
169,Adreian Payne,MSU,31,28.1,7.3,1.3,0.5,0.9,0.9,2014
170,Cleanthony Early,WSU,36,27.4,5.9,0.8,0.8,0.8,0.8,2014
171,Kellen Dunham,BU,31,36.1,4.0,1.7,0.7,0.3,0.3,2014
172,Daniel Bejarano,CSU,32,33.8,8.3,3.3,1.1,0.6,0.6,2014
173,Kyle Hittle,UIW,27,33.9,5.6,1.7,0.8,0.3,0.3,2014
174,Will Neighbour,UALR,25,31.0,7.0,1.4,1.3,1.1,1.1,2014
175,Kareem Canty,MU,33,36.7,2.2,5.5,0.7,0.1,0.1,2014
176,Brandon Edwards,UTA,32,34.5,9.8,0.8,0.8,1.7,1.7,2014
177,Brandon Young,DEP,32,34.8,4.2,3.5,1.8,0.3,0.3,2014
178,Nick Johnson,U of A,38,33.0,4.1,2.8,1.1,0.7,0.7,2014
179,Mike Caffey,LBSU,32,34.5,4.4,4.0,1.4,0.1,0.1,2014
180,Matthew Wright,STBN,32,34.9,3.1,3.2,1.1,0.1,0.1,2014
181,Tre Bussey,GSU,34,34.9,3.8,1.9,1.0,0.1,0.1,2014
182,Anthony Myles,RU,31,33.0,4.3,2.2,0.7,0.3,0.3,2014
183,Tylor Ongwae,ULM,27,32.0,5.8,1.4,1.1,0.7,0.7,2014
184,Ike Azotam,QU,32,33.3,10.2,1.0,0.3,1.1,1.1,2014
185,Shayne Whittington,WMY,31,31.8,8.9,1.1,0.8,1.5,1.5,2014
186,Javorn Farrell,UTRGV,28,33.6,5.4,3.3,1.6,0.6,0.6,2014
187,Victor Rudd,USF,32,33.9,6.8,1.8,0.6,0.6,0.6,2014
188,Rodney Hood,DUKE,35,32.9,3.9,2.1,0.7,0.3,0.3,2014
189,Tre' Coggins,AF,27,35.5,2.7,2.6,1.2,0.3,0.3,2014
190,LeAntwan Luckett,ASU,31,29.5,2.4,2.3,1.4,0.3,0.3,2014
191,Kendall Williams,UNM,34,35.3,3.6,4.9,1.6,0.1,0.1,2014
192,Jordan Dykstra,SDSU,32,31.9,7.6,1.9,0.6,0.2,0.2,2014
193,Alex Rosenberg,COM,34,28.9,3.7,1.3,0.7,0.1,0.1,2014
194,Josh Greene,CSUN,35,35.9,3.0,3.3,1.1,0.2,0.2,2014
195,Kendall Anthony,RICH,33,31.2,1.5,1.6,0.6,0.0,0.0,2014
196,Anthony Drmic,BSU,32,32.8,4.5,1.7,1.1,0.1,0.1,2014
197,Dantrell Thomas,NSU,29,28.9,5.4,2.7,1.5,0.4,0.4,2014
198,Tyler Johnson,CSUF,35,33.6,7.3,2.9,1.0,0.4,0.4,2014
199,Scott Eatherton,NU,32,31.1,10.2,1.2,0.5,1.8,1.8,2014
200,Travis Betran,APSU,30,33.2,1.4,2.3,0.7,0.1,0.1,2014
201,Rayvonte Rice,U of I,35,32.7,6.0,1.5,1.7,0.3,0.3,2014
202,Lucas Troutman,ELON,31,28.9,6.2,0.8,0.7,1.8,1.8,2014
203,Treveon Graham,VCU,35,28.3,7.0,2.0,0.9,0.2,0.2,2014
204,Elijah Wilson,CCU,34,32.6,4.1,0.9,0.9,0.2,0.2,2014
205,Akeem Williams,UML,28,32.0,4.1,3.4,1.3,0.1,0.1,2014
206,Ian Chiles,IUPUI,25,33.0,3.2,1.8,1.0,0.4,0.4,2014
207,Lavonte Dority,VAL,34,31.2,2.5,2.4,0.6,0.1,0.1,2014
208,Antwan Scott,GSU,25,33.6,4.5,3.7,1.3,0.0,0.0,2014
209,Karl Cochran,WC,33,30.6,5.0,3.0,1.7,0.6,0.6,2014
210,Drew Crawford,NU,32,36.6,6.4,2.2,0.6,0.8,0.8,2014
211,Craig Bradshaw,BEL,35,30.9,3.5,3.2,1.3,0.2,0.2,2014
212,Julysses Nobles,JSU,31,35.2,4.1,3.6,1.4,0.1,0.1,2014
213,Ian Chiles,MSU,31,28.5,6.5,0.9,0.5,3.0,3.0,2014
214,Chaz Williams,UMass,33,35.2,2.8,6.9,1.5,0.2,0.2,2014
215,Cameron Clark,OU,33,27.7,5.5,1.1,1.0,0.4,0.4,2014
216,Sherrod Wright,GMU,31,30.9,3.2,0.8,0.8,0.2,0.2,2014
217,Justin Cobbs,Cal,35,34.4,2.9,5.8,0.8,0.1,0.1,2014
218,Bryn Forbes,CSU,32,34.4,3.1,1.7,0.8,0.0,0.0,2014
219,Pendarvis Williams,NSU,34,34.5,4.9,2.6,1.5,0.3,0.3,2014
220,Alex Harris,CSUF,27,33.1,3.3,2.4,1.3,0.1,0.1,2014
221,Martin Smith,LIP,29,32.6,3.7,2.3,1.0,0.3,0.3,2014
222,Malcolm Hawkins,NSU,29,30.1,4.2,1.9,0.8,0.3,0.3,2014
223,Delon Wright,U of U,33,36.4,6.8,5.3,2.5,1.3,1.3,2014
224,Rion Brown,UM,33,35.3,5.8,2.3,0.8,0.1,0.1,2014
225,Marcus Foster,KSU,33,29.4,3.2,2.5,0.6,0.2,0.2,2014
226,Evan Payne,LMU,32,30.3,2.7,1.4,1.3,0.2,0.2,2014
227,James Woodard,TU,34,32.4,5.9,1.8,0.9,0.2,0.2,2014
228,Peter Hooley,ALB,33,35.1,2.7,2.6,0.8,0.0,0.0,2014
229,Zaid Hearst,QU,32,33.3,6.6,1.9,0.7,0.4,0.4,2014
230,Nick Kellogg,OU,37,32.6,3.6,2.9,1.1,0.0,0.0,2014
231,Aaron Bacote,ODU,35,29.5,3.0,2.9,0.7,0.1,0.1,2014
232,T.J. Price,WKU,30,29.6,4.4,1.9,0.9,0.1,0.1,2014
233,Seth Tuttle,UNI,31,29.5,8.0,2.3,1.0,1.1,1.1,2014
234,Quenton DeCosey,TEM,31,36.4,3.9,2.4,1.0,0.2,0.2,2014
235,Jordan Reed,BU,29,33.1,8.9,1.2,1.6,0.8,0.8,2014
236,Bryon Allen,GMU,29,33.9,3.9,3.0,1.0,0.0,0.0,2014
237,Kyle Cain,UNCG,32,30.4,8.9,1.2,0.7,0.3,0.3,2014
238,TaShawn Thomas,U of H,33,31.6,8.1,1.9,1.2,2.8,2.8,2014
239,"Larry Nance, Jr.",UW,26,34.7,8.2,1.6,1.4,2.1,2.1,2014
240,Johnny O'Bryant,LSU,34,30.0,7.7,1.6,0.5,0.9,0.9,2014
241,Alec Brown,UWGB,30,30.3,5.7,1.0,0.5,3.1,3.1,2014
242,Cameron Ayers,BU,30,34.1,4.5,1.4,0.9,0.1,0.1,2014
243,Quinton Upshur,NAU,32,29.4,3.3,0.8,1.6,0.6,0.6,2014
244,Tomas Sanchez Jenkins,ISU,29,37.9,2.9,4.3,1.7,0.1,0.1,2014
245,Korey Billbury,ORU,33,32.4,6.9,2.5,1.1,0.2,0.2,2014
246,Luis Jacobo,IPFW,33,29.2,4.8,1.4,0.8,0.3,0.3,2014
247,Mark Nwakamma,UHA,31,29.4,5.8,1.9,0.7,0.7,0.7,2014
248,LaQuinton Ross,OSU,35,29.0,5.9,0.8,0.7,0.6,0.6,2014
249,Danny Stewart,RU,31,29.7,6.3,1.0,1.0,0.4,0.4,2014
250,Tree Treadwell,AKR,34,33.2,8.6,1.9,1.0,0.9,0.9,2014
251,Stephen Holt,SMC,34,37.5,3.8,3.9,0.8,0.0,0.0,2014
252,Tyreek Duren,LU,31,36.2,3.4,3.5,1.6,0.3,0.3,2014
253,Quinton Pippen,CSU,31,31.1,3.8,2.5,1.8,0.2,0.2,2014
254,Melvin Johnson III,ASU,32,29.6,4.4,1.3,0.8,0.1,0.1,2014
255,Louis Dabney,TU,33,32.4,4.1,2.0,1.2,0.1,0.1,2014
256,Stacy Davis,PU,31,29.4,7.6,1.5,0.5,0.6,0.6,2014
257,DeQuan Hicks,NSU,31,24.7,7.3,2.6,1.4,0.6,0.6,2014
258,Brad Waldow,SMC,35,28.9,7.5,1.4,0.6,1.3,1.3,2014
259,Deon Jones,MU,32,30.4,6.9,1.3,1.2,0.7,0.7,2014
260,Bernard Thompson,FGC,33,30.7,4.1,1.7,1.5,0.2,0.2,2014
261,Dave Dudzinski,HC,34,31.1,7.4,0.6,0.7,0.8,0.8,2014
262,Jarnell Stokes,UT,37,32.4,10.6,2.0,0.7,0.9,0.9,2014
263,Jermaine Marshall,ASU,32,31.7,3.1,1.4,0.8,0.5,0.5,2014
264,Cole Dickerson,USF,33,30.4,7.7,1.8,0.8,0.4,0.4,2014
265,Rodney Elliott,UMBC,30,31.3,3.9,3.6,1.3,0.0,0.0,2014
266,Julius Randle,UK,40,30.8,10.4,1.4,0.5,0.8,0.8,2014
267,Du'Vaughn Maxwell,HU,31,31.1,7.3,1.4,1.2,3.0,3.0,2014
268,Tim Frazier,PSU,34,35.2,4.4,5.4,1.6,0.2,0.2,2014
269,Montrael Scott,PVAMU,34,31.2,4.5,1.9,1.3,0.0,0.0,2014
270,Myles Mack,RU,33,30.5,2.7,4.3,1.6,0.2,0.2,2014
271,Milton Doyle,L-IL,32,32.8,4.2,3.6,1.2,0.7,0.7,2014
272,Khyle Marshall,BU,31,28.9,4.8,0.5,0.7,0.5,0.5,2014
273,Tony Hicks,PENN,27,28.3,2.6,2.9,0.6,0.1,0.1,2014
274,Xavier Pollard,UM,23,32.0,4.4,3.8,1.8,0.3,0.3,2014
275,Kirk Van Slyke,ASU,32,30.8,5.9,1.0,0.8,1.2,1.2,2014
276,Davante Gardner,MU,32,26.6,5.7,1.3,0.3,0.5,0.5,2014
277,Dez Wells,UMD,32,30.6,4.3,2.2,1.1,0.8,0.8,2014
278,Isaac Fotu,UH,31,30.8,6.1,0.7,0.4,0.8,0.8,2014
279,Julius Brown,U of T,34,33.7,2.2,5.9,1.1,0.1,0.1,2014
280,Jalen Cannon,SFC,32,30.0,8.2,1.2,0.6,0.5,0.5,2014
281,Brayden Carlson,SDSU,32,36.8,3.5,2.9,1.5,0.1,0.1,2014
282,Brenton Williams,USC,34,30.3,1.9,1.4,1.1,0.0,0.0,2014
283,Derrick Marks,BSU,34,28.2,3.4,2.6,1.5,0.3,0.3,2014
284,Reigarvius Williams,MSU,34,32.5,9.9,0.6,0.8,1.8,1.8,2014
285,Kelsey Barlow,UIC,31,31.4,4.9,3.9,1.0,0.3,0.3,2014
286,Khallid Hart,MAR,31,34.5,3.0,2.5,1.4,0.0,0.0,2014
287,Warren Gillis,CCU,34,32.8,3.5,3.1,1.6,0.1,0.1,2014
288,"Anthony Beane, Jr.",SIU,33,34.1,3.2,1.5,1.2,0.1,0.1,2014
289,Joel Wright,TSU,29,27.1,6.2,1.6,1.1,0.7,0.7,2014
290,Jordan Aaron,UWM,31,32.9,3.1,2.5,1.1,0.1,0.1,2014
291,Maodo Lo,COM,34,32.2,3.8,2.1,1.2,0.3,0.3,2014
292,Jordan Loveridge,U of U,33,34.4,7.0,2.3,0.8,0.5,0.5,2014
293,Langston Hall,MER,36,32.1,3.1,5.6,1.4,0.1,0.1,2014
294,Rian Pearson,U of T,34,30.9,5.3,1.6,1.7,0.1,0.1,2014
295,Kyle Anderson,UCLA,36,33.2,8.8,6.5,1.8,0.8,0.8,2014
296,Rob Poole,SC,38,33.9,5.0,1.6,1.1,0.1,0.1,2014
297,Terence Smith,UTM,31,31.0,3.6,2.8,1.0,0.1,0.1,2014
298,Myles Taylor,UTM,28,25.2,6.3,0.6,1.0,1.0,1.0,2014
299,Michael Murray,CSU,28,35.0,6.9,1.1,1.1,0.6,0.6,2014
300,Garret Covington,WIU,29,32.9,4.7,1.9,1.0,0.1,0.1,2014
301,Alex Hamilton,LTU,37,27.9,3.6,2.9,1.4,0.4,0.4,2014
302,Sherman Blanford,EIU,30,27.0,8.0,1.5,1.0,0.8,0.8,2014
303,J.C. Hampton,LIP,30,31.4,3.1,2.9,1.0,0.2,0.2,2014
304,Jameel Warney,SB,34,29.7,8.0,1.9,0.7,1.2,1.2,2014
305,Jonathan Stark,TU,34,37.2,2.6,4.2,0.9,0.0,0.0,2014
306,Aaron Thomas,FSU,36,31.5,4.2,1.8,1.6,0.3,0.3,2014
307,Desmond Haymon,SFA,35,30.3,3.8,2.9,0.8,0.1,0.1,2014
308,Fuquan Edwin,SHU,29,30.1,3.5,1.7,2.7,0.2,0.2,2014
309,Johnathan Jordan,TAMU-CC,33,33.9,4.5,5.3,1.5,0.1,0.1,2014
310,Brett Olson,UD,31,36.8,3.4,3.5,1.1,0.1,0.1,2014
311,James Bell,VILL,34,29.5,6.1,1.6,1.3,0.6,0.6,2014
312,Jerome Hill,GWU,31,29.3,8.5,1.3,0.8,0.5,0.5,2014
313,Earl Brown,SFU,31,33.3,8.0,1.6,0.7,1.1,1.1,2014
314,Kevin Pangos,GU,36,34.9,3.3,3.6,1.0,0.0,0.0,2014
315,Ronald Roberts,SJU,32,33.3,7.4,1.3,0.3,1.3,1.3,2014
316,Sam Dower,GU,34,27.0,7.2,1.1,0.4,0.7,0.7,2014
317,Jarmar Gulley,MSU,33,26.7,6.4,1.6,1.6,0.3,0.3,2014
318,Marvelle Harris,CSUF,39,34.6,5.3,1.9,1.0,0.3,0.3,2014
319,Matt Van Scyoc,CIT,33,32.2,5.3,1.0,0.4,0.7,0.7,2014
