Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
148,Jaevin Cumberland,OU,34,36.5,2.9,3.5,1.1,0.2,0.2,2019
149,Caleb Daniels,TU,30,33.9,5.3,3.3,0.8,0.3,0.3,2019
150,Cameron Johnson,UNC,36,29.9,5.8,2.4,1.2,0.3,0.3,2019
151,Jalen Adams,UConn,26,30.0,4.0,3.4,1.1,0.3,0.3,2019
152,KZ Okpala,SU,29,32.7,5.7,2.0,1.0,0.5,0.5,2019
153,Sedrick Barefield,U of U,31,32.2,2.1,3.8,0.9,0.0,0.0,2019
154,Nych Smith,WIN,28,27.5,2.6,3.7,0.5,0.0,0.0,2019
155,Davauhnte Turner,SPC,32,35.9,3.3,2.4,1.0,0.3,0.3,2019
156,B.J. Stith,ODU,35,34.5,7.5,1.0,0.9,0.3,0.3,2019
157,Kevin McClain,BEL,33,33.4,3.6,3.9,1.2,0.2,0.2,2019
158,Tayler Persons,BSU,33,32.0,4.0,4.3,1.1,0.1,0.1,2019
159,Akwasi Abeyie Yeboah,SB,32,31.8,7.7,1.4,0.9,0.5,0.5,2019
160,Milik Yarbrough,ISU,33,29.3,6.9,3.1,0.7,0.5,0.5,2019
161,Nick Garth,LU,31,31.1,2.4,2.4,1.2,0.1,0.1,2019
162,Amir Coffey,U of M,36,35.2,3.6,3.2,0.9,0.2,0.2,2019
163,Darnell Edge,FDU,35,37.0,3.5,2.4,1.3,0.0,0.0,2019
164,Damani Applewhite,SCSU,34,34.0,7.4,1.1,0.4,0.3,0.3,2019
165,Ahmad Caver,ODU,35,37.6,4.3,5.5,1.4,0.3,0.3,2019
166,J.R. Lynch,UHA,33,38.0,3.7,3.8,2.1,0.1,0.1,2019
167,Seth Dugan,WMY,32,33.3,9.9,1.7,0.3,0.9,0.9,2019
168,Shawn Roundtree,CMU,34,34.4,2.7,3.1,0.9,0.1,0.1,2019
169,Eric Paschall,VILL,36,36.1,6.1,2.1,0.7,0.5,0.5,2019
170,Armon Fletcher,SIU,23,33.1,6.1,1.5,1.4,0.3,0.3,2019
171,Max Mahoney,BU,32,27.0,6.6,1.7,0.8,0.7,0.7,2019
172,Romeo Langford,IU,32,34.1,5.4,2.3,0.8,0.8,0.8,2019
173,Admiral Schofield,UT,37,31.8,6.1,2.0,0.9,0.5,0.5,2019
174,Tyler Seibring,ELON,32,32.6,5.9,1.5,0.4,0.5,0.5,2019
175,Romone Saunders,WC,30,34.6,7.2,3.6,1.5,0.3,0.3,2019
176,Jason Carter,OU,31,31.0,6.7,2.0,0.6,0.7,0.7,2019
177,Nijal Pearson,TSU,33,33.2,5.1,1.4,1.4,0.2,0.2,2019
178,Matt Lewis,JMU,33,36.3,4.2,3.0,0.9,0.4,0.4,2019
179,Stuckey Mosley,JMU,33,35.1,3.8,2.3,1.1,0.1,0.1,2019
180,James Batemon III,LMU,34,35.3,3.1,3.6,1.6,0.0,0.0,2019
181,Josh Ajayi,USA,33,31.2,7.4,1.6,0.7,0.9,0.9,2019
182,Josh Sharkey,SU,33,35.4,3.8,7.2,2.6,0.1,0.1,2019
183,Jordan Burns,CU,30,32.9,3.0,5.7,1.2,0.1,0.1,2019
184,Quinton Rose,TEM,33,34.6,3.8,2.5,2.2,0.2,0.2,2019
185,Jayden Gardner,ECU,31,30.6,8.5,1.3,0.8,0.5,0.5,2019
186,Justin Forrest,ASU,30,29.0,3.3,2.5,1.2,0.0,0.0,2019
187,Darius Garland,VU,5,27.8,3.8,2.6,0.8,0.4,0.4,2019
188,Jacob Gilyard,RICH,31,37.3,2.9,5.2,2.8,0.0,0.0,2019
189,Nike Sibande,MU,32,30.0,5.1,1.2,0.8,0.4,0.4,2019
190,Nickeil Alexander-Walker,VT,34,34.3,4.1,4.0,1.9,0.5,0.5,2019
191,Jaylen Nowell,UW,36,34.4,5.3,3.1,1.3,0.2,0.2,2019
192,Chris Lykes,UM,32,33.8,2.7,3.2,1.3,0.0,0.0,2019
193,Jordan Lyons,FU,33,32.8,2.2,2.3,1.2,0.1,0.1,2019
194,Luguentz Dort,ASU,34,31.5,4.3,2.3,1.5,0.2,0.2,2019
195,Stevie Thompson,OSU,31,36.6,4.2,3.2,1.5,0.1,0.1,2019
196,DeVon Baker,UNCA,31,33.9,2.7,3.0,1.5,0.2,0.2,2019
197,Nico Carvacho,CSU,32,31.9,12.9,2.1,0.6,0.6,0.6,2019
198,Coby White,UNC,35,28.5,3.5,4.1,1.1,0.3,0.3,2019
199,Luwane Pipkins,UMass,25,31.2,4.9,5.2,1.2,0.1,0.1,2019
200,Kevin Larkin,DESU,26,33.5,8.8,1.7,1.5,0.2,0.2,2019
201,Keith Braxton,SFU,33,34.2,9.8,3.8,1.5,0.3,0.3,2019
202,Noah Horchler,UNF,28,31.2,9.3,1.3,0.9,1.7,1.7,2019
203,Steven Santa Ana,ELON,31,31.5,6.3,2.7,0.8,0.1,0.1,2019
204,Cameron Healy,ALB,32,34.5,3.8,2.4,0.7,0.1,0.1,2019
205,Alpha Diallo,PROV,34,35.4,8.1,3.1,1.6,0.5,0.5,2019
206,Devin Watson,SDSU,34,34.0,3.1,4.2,0.9,0.0,0.0,2019
207,Rapolas Ivanauskas,CU,35,30.2,7.8,1.6,0.5,0.6,0.6,2019
208,B.J. Taylor,UCF,33,34.4,2.3,3.2,0.9,0.0,0.0,2019
209,Marlain Veal,SELU,33,31.2,3.4,4.5,1.8,0.1,0.1,2019
210,Bryce Brown,AU,40,32.0,2.1,1.9,1.1,0.1,0.1,2019
211,Jalen McDaniels,SDSU,34,31.1,8.3,2.1,1.1,0.5,0.5,2019
212,Phil Fayne,ISU,33,28.9,6.3,0.8,1.1,1.2,1.2,2019
213,Evan Fisher,SC,31,33.3,6.0,1.5,0.2,0.5,0.5,2019
214,David Collins,USF,37,33.6,3.8,3.1,2.1,0.3,0.3,2019
215,Adam Flagler,PC,36,30.7,3.4,1.2,0.8,0.2,0.2,2019
216,Rickey McGill,IC,33,37.2,4.5,4.8,2.4,0.3,0.3,2019
217,Nate Sestina,BU,31,27.8,8.5,1.2,0.4,1.1,1.1,2019
218,Darius Roy,UWM,29,35.0,4.1,4.1,1.2,0.2,0.2,2019
219,Malik Moore,USCU,28,28.9,6.9,2.2,1.4,0.7,0.7,2019
220,Eric Carter,UD,32,32.0,9.7,2.3,0.7,0.6,0.6,2019
221,Jalen Pickett,SC,33,37.1,4.6,6.7,2.0,0.9,0.9,2019
222,Troy Harper,DREX,28,30.1,3.2,2.3,0.6,0.1,0.1,2019
223,Kalin Fisher,HU,35,34.7,4.7,3.2,1.9,0.2,0.2,2019
224,Jordan Walker,MSU,33,33.0,3.5,2.6,1.2,0.1,0.1,2019
225,Mike Smith,COM,8,31.8,2.5,5.0,2.2,0.0,0.0,2019
226,Carlik Jones,RU,31,34.2,5.2,5.8,1.7,0.1,0.1,2019
227,Ty-Shon Alexander,CU,34,32.9,4.0,2.7,1.2,0.3,0.3,2019
228,"Desmond Cambridge, Jr.",BU,30,28.7,3.8,0.9,1.0,1.7,1.7,2019
229,Marvin Prochet,NU,29,32.2,7.3,1.7,0.7,0.8,0.8,2019
230,Ahmad Clark,ALB,32,30.8,4.2,4.3,2.0,0.4,0.4,2019
231,Jake Toolson,UVU,35,33.3,4.5,2.3,0.5,0.2,0.2,2019
232,Michael Flowers,WMY,32,31.3,3.9,3.2,0.9,0.1,0.1,2019
233,Jarkel Joiner,CSUB,34,32.2,3.6,1.4,1.1,0.1,0.1,2019
234,Aubrey Dawkins,UCF,33,33.4,5.0,1.4,1.0,0.3,0.3,2019
235,Anthony Cowan,UMD,34,34.6,3.7,4.4,0.9,0.2,0.2,2019
236,J.D. Paige,CSU,31,33.9,3.5,3.1,1.3,0.2,0.2,2019
237,Justin Ravenel,FAMU,31,35.3,2.3,1.3,0.8,0.1,0.1,2019
238,Adam Grant,BU,30,35.5,2.9,1.5,1.1,0.1,0.1,2019
239,Gary Blackston,PVAMU,34,31.3,7.0,1.9,1.7,0.2,0.2,2019
240,Jaelan Sanford,U of T,33,33.5,4.2,3.2,0.4,0.2,0.2,2019
241,Anthony Adger,FAU,33,32.4,4.2,2.6,1.0,0.1,0.1,2019
242,Juwan Morgan,IU,35,29.8,8.2,1.9,1.2,1.5,1.5,2019
243,Mike Ertel,ULM,35,36.3,3.0,2.8,0.7,0.1,0.1,2019
244,J.D. Notae,JAC,32,29.2,6.2,3.4,1.6,0.4,0.4,2019
245,Jamaal King,SFU,33,32.1,2.3,4.1,1.5,0.0,0.0,2019
246,Xavier Johnson,PITT,33,31.1,3.9,4.5,1.3,0.1,0.1,2019
247,Josiah Wallace,EIU,32,32.7,3.9,2.9,0.8,0.2,0.2,2019
248,Daquan Bracey,LTU,31,31.1,3.2,4.0,1.3,0.1,0.1,2019
249,Tarkus Ferguson,UIC,32,36.5,6.8,5.2,1.5,0.8,0.8,2019
250,Skyler Flatten,SDSU,33,36.5,3.8,2.2,1.2,0.4,0.4,2019
251,Kyle Guy,UVA,38,35.4,4.5,2.1,0.7,0.1,0.1,2019
252,Xavier Bishop,UMKC,31,33.8,2.7,3.8,1.1,0.0,0.0,2019
253,Chris Knight,DART,30,28.1,6.8,2.3,0.6,1.2,1.2,2019
254,Brian Warren,UTA,33,29.9,2.6,3.6,1.2,0.1,0.1,2019
255,Lavelle Scottie,AF,32,31.4,5.6,1.3,0.7,0.2,0.2,2019
256,Jared Harper,AU,40,32.9,2.5,5.8,1.1,0.1,0.1,2019
257,Jeff Dowtin,URI,33,36.6,3.4,3.7,1.4,0.5,0.5,2019
258,Devon Andrews,FIU,33,26.2,5.1,1.4,1.7,0.5,0.5,2019
259,Nick Honor,FORD,32,36.1,2.4,3.0,0.9,0.0,0.0,2019
260,Tremont Waters,LSU,33,32.4,2.8,5.8,2.9,0.1,0.1,2019
261,Marques Townes,L-IL,34,33.7,5.0,3.6,1.1,0.2,0.2,2019
262,Javon Bess,SLU,36,36.7,6.8,1.8,1.4,0.2,0.2,2019
263,Courtney Stockard,STBN,28,33.8,5.6,3.6,1.2,0.4,0.4,2019
264,De'Andre Hunter,UVA,38,32.5,5.1,2.0,0.6,0.6,0.6,2019
265,Malik Fitts,SMC,34,30.7,7.6,0.9,1.1,0.2,0.2,2019
266,Jordan Heading,CBU,31,32.4,3.9,2.6,0.6,0.0,0.0,2019
267,Roberto Gallinat,PAC,32,27.7,3.1,0.6,0.4,0.2,0.2,2019
268,Desmond Bane,TCU,37,35.5,5.7,2.4,1.1,0.5,0.5,2019
269,Kason Harrell,IPFW,33,30.2,3.5,1.8,1.1,0.8,0.8,2019
270,Travis Munnings,ULM,35,36.4,7.8,2.6,0.7,0.2,0.2,2019
271,Isaiah Miller,UNCG,36,27.8,4.5,2.1,2.9,0.3,0.3,2019
272,Nick McGlynn,DU,32,28.9,8.3,1.4,0.5,1.7,1.7,2019
273,Chris Silva,USC,32,26.8,7.6,0.9,0.9,1.9,1.9,2019
274,Terence Davis,UM,33,31.0,5.8,3.5,1.6,0.6,0.6,2019
275,T.J. Shorts II,UCD,29,33.1,4.7,4.3,1.6,0.2,0.2,2019
276,P.J. Washington,UK,35,29.3,7.5,1.8,0.9,1.2,1.2,2019
277,Jose Perez,GWU,35,31.5,5.7,3.0,0.8,0.2,0.2,2019
278,Sayeed Pridgett,UM,35,29.9,4.9,2.2,1.3,0.5,0.5,2019
279,Devontae Cacok,UNCW,33,28.8,12.3,0.6,0.9,0.7,0.7,2019
280,Sebastian Townes,BU,30,29.1,4.9,1.2,0.4,0.2,0.2,2019
281,Loudon Love,WRST,34,27.0,8.2,1.0,0.6,0.9,0.9,2019
282,Holland Woods,PSU,31,35.6,3.0,5.3,1.6,0.1,0.1,2019
283,Tahj Eaddy,SCU,31,35.5,2.7,3.2,0.9,0.0,0.0,2019
284,Elijah Pemberton,HOF,34,35.4,4.8,2.3,0.9,0.1,0.1,2019
285,Vic Law,NU,30,33.4,6.4,3.0,1.0,1.0,1.0,2019
286,Pookie Powell,LU,26,32.1,3.7,2.7,1.4,0.2,0.2,2019
287,A.J. Green,UNI,34,29.9,3.0,2.3,0.6,0.1,0.1,2019
288,Josh Nzeakor,LU,32,31.0,7.8,0.7,0.6,0.5,0.5,2019
289,"Kerry Blackshear, Jr.",VT,35,30.0,7.5,2.4,0.7,0.8,0.8,2019
290,Billy Wampler,WRST,35,27.7,3.4,1.2,0.5,0.1,0.1,2019
291,Makai Mason,BU,28,32.1,2.5,3.4,0.5,0.0,0.0,2019
292,Zach Norvell,GU,37,30.7,4.3,3.1,1.3,0.1,0.1,2019
293,Sam Hauser,MU,34,33.4,7.2,2.4,0.6,0.5,0.5,2019
294,Brian Parker,MAR,31,28.5,3.8,3.5,0.6,0.1,0.1,2019
295,Ahmaad Rorie,UM,35,34.7,4.2,4.1,1.0,0.1,0.1,2019
296,Deion Holmes,USCU,29,28.3,4.3,1.2,0.6,0.2,0.2,2019
297,Luke Maye,UNC,36,30.9,10.4,2.3,0.6,0.6,0.6,2019
298,Justin Pierce,W&M,28,34.4,8.9,4.1,1.1,0.3,0.3,2019
299,Zack Bryant,UAB,34,33.4,3.5,3.9,1.8,0.4,0.4,2019
300,Jordan Geist,MU,32,33.8,4.6,3.0,1.1,0.0,0.0,2019
301,Godwin Boahen,UIC,32,34.2,3.5,3.2,1.2,0.4,0.4,2019
302,Marcus Ottey,UIC,32,31.6,3.5,2.4,1.1,0.2,0.2,2019
303,Olin Carter III,USD,31,33.9,2.9,1.6,0.8,0.2,0.2,2019
304,Francois Lewis,PC,36,26.9,4.9,1.6,0.8,0.2,0.2,2019
305,Jalen Jordan,SFC,33,31.3,3.6,1.5,0.5,0.2,0.2,2019
306,Cody John,WSU,33,31.8,3.8,2.2,0.5,0.2,0.2,2019
307,"Marcus Shaver, Jr.",UP,32,31.4,3.3,2.2,1.2,0.4,0.4,2019
308,Ignas Brazdeikis,UM,37,29.6,5.4,0.8,0.7,0.5,0.5,2019
309,Emmanuel Chukwubuikem Nzekwesi,ORU,26,27.5,8.5,1.2,0.7,0.8,0.8,2019
310,Cameron Krutwig,L-IL,34,28.2,7.2,2.4,0.6,1.0,1.0,2019
311,Rob Marberry,LIP,34,24.1,4.1,1.9,0.5,0.6,0.6,2019
312,Quan Jackson,GSU,31,32.0,4.5,1.5,2.0,0.5,0.5,2019
313,"Darrell Brown, Jr.",BU,35,33.7,1.9,3.2,0.9,0.1,0.1,2019
314,Raasean Davis,NCCU,34,29.7,9.1,0.5,0.9,1.2,1.2,2019
315,Dikymbe Martin,UCR,33,32.5,2.8,2.6,0.8,0.0,0.0,2019
316,Alihan Demir,DREX,32,30.3,6.4,2.9,0.5,0.6,0.6,2019
317,Brandon Childress,WF,31,36.4,3.8,4.0,1.5,0.0,0.0,2019
318,Vado Morse,MSMU,30,30.8,2.6,2.9,1.1,0.0,0.0,2019
