Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
50,Chris Hansen,ISU,30,33.3,3.4,2.3,1.3,0.0,0.0,2015
51,Jelani Hewitt,GSU,31,35.1,4.2,3.7,2.5,0.3,0.3,2015
52,Justin Moss,UB,33,30.0,9.2,0.6,1.0,0.8,0.8,2015
53,Marcus Burton,WC,29,33.8,2.7,1.6,1.1,0.0,0.0,2015
54,Kyle Wilson,USMA,29,32.4,2.9,1.9,0.8,0.1,0.1,2015
55,Damon Lynn,NJIT,33,36.5,3.0,3.7,1.8,0.1,0.1,2015
56,D'Angelo Harrison,STJ,33,34.8,5.5,1.9,1.1,0.4,0.4,2015
57,Martez Harrison,UMKC,33,32.0,2.4,3.9,1.8,0.0,0.0,2015
58,Rakeem Christmas,SU,31,34.3,9.0,1.5,0.9,2.5,2.5,2015
59,Bobby Portis,U of A,36,29.9,8.9,1.2,1.1,1.4,1.4,2015
60,Marcel Mosley,UAPB,28,35.6,2.9,2.6,2.1,0.0,0.0,2015
61,"Juwan Howard, Jr.",UDM,33,31.6,4.1,2.4,0.9,0.3,0.3,2015
62,Buddy Hield,OU,35,32.4,5.4,1.9,1.3,0.2,0.2,2015
63,Jermaine Ruttley,FAMU,29,33.0,6.7,2.1,1.6,0.1,0.1,2015
64,Ryan Boatright,UConn,34,35.8,4.1,3.8,1.4,0.2,0.2,2015
65,Evan Payne,LMU,28,27.3,2.7,1.6,0.8,0.2,0.2,2015
66,Jahlil Okafor,DUKE,38,30.1,8.5,1.3,0.8,1.4,1.4,2015
67,Daniel Trist,LC,33,27.0,6.7,1.3,0.4,0.7,0.7,2015
68,Alan Williams,UCSB,26,32.6,11.8,1.7,1.2,1.8,1.8,2015
69,Desharick Guidry,MSU,31,35.2,11.2,1.6,1.3,0.6,0.6,2015
70,Stephen Croone,FU,31,32.0,4.7,2.6,1.6,0.2,0.2,2015
71,Dennis Mavin,FIU,33,35.6,5.3,3.1,1.2,0.0,0.0,2015
72,Quincy Taylor,LONG,31,36.0,3.0,2.7,1.3,0.2,0.2,2015
73,Matt Mobley,CCSU,31,37.0,2.8,1.8,0.8,0.2,0.2,2015
74,Jordan Price,LU,33,31.9,3.9,2.3,0.8,0.2,0.2,2015
75,Le'Bryan Nash,OSU,31,31.7,5.7,2.0,0.8,0.9,0.9,2015
76,Askia Booker,CU,31,30.2,3.3,3.2,1.4,0.1,0.1,2015
77,Tyrone Wallace,Cal,33,34.9,7.1,4.0,1.3,0.3,0.3,2015
78,Terry Rozier,U of L,36,35.0,5.6,3.0,2.0,0.2,0.2,2015
79,T.J. Price,WKU,32,33.4,5.3,4.0,0.9,0.1,0.1,2015
80,Juan'ya Green,HOF,34,36.4,4.3,6.5,1.4,0.3,0.3,2015
81,Jordan Gregory,UM,33,36.0,3.4,3.2,0.6,0.0,0.0,2015
82,Johnny Dee,USD,31,31.1,3.5,1.3,1.2,0.1,0.1,2015
83,Isiah Umipig,SEA,34,34.0,3.1,2.9,1.3,0.0,0.0,2015
84,E.C. Matthews,URI,32,32.9,4.6,2.0,0.8,0.5,0.5,2015
85,DaVonte Lacy,WSU,31,32.4,2.6,2.1,0.6,0.1,0.1,2015
86,Jarell Martin,LSU,33,35.1,9.2,1.8,1.2,0.7,0.7,2015
87,Josh Williams,LIP,31,31.5,4.9,2.0,1.4,0.2,0.2,2015
88,C.J. Carter,UNO,29,34.3,2.3,2.7,1.5,0.7,0.7,2015
89,Trey Freeman,ODU,35,32.3,4.3,3.6,1.3,0.1,0.1,2015
90,Janari Joesaar,UTRGV,31,34.0,6.6,2.4,1.3,0.6,0.6,2015
91,Shonn Miller,COR,30,31.3,8.5,1.0,1.3,1.8,1.8,2015
92,Kyle Wiltjer,GU,38,27.6,6.2,1.9,0.5,0.7,0.7,2015
93,Alec Peters,VAL,34,30.6,6.7,1.2,0.7,0.3,0.3,2015
94,Raven Lee,EMU,35,28.0,1.9,1.5,1.4,0.2,0.2,2015
95,Venky Jois,EWU,31,31.2,7.7,2.0,1.2,2.2,2.2,2015
96,J.J. Avila,CSU,31,32.1,7.5,2.8,2.0,0.4,0.4,2015
97,Martin Breunig,UM,32,30.1,7.3,1.9,0.5,0.8,0.8,2015
98,Marcus Posley,STBN,31,35.9,2.9,2.1,1.2,0.0,0.0,2015
99,James Daniel,HU,30,32.4,2.2,2.7,1.8,0.0,0.0,2015
100,Tyler Kalinoski,DAV,32,34.8,5.7,4.1,1.2,0.4,0.4,2015
101,Wesley Saunders,HAR,30,34.4,6.1,4.3,1.8,0.4,0.4,2015
102,Jordan Downing,PC,31,32.5,4.3,1.2,0.6,0.2,0.2,2015
103,Frank Eaves,ASU,29,33.1,3.9,1.7,1.3,0.0,0.0,2015
104,Stefan Moody,UM,34,28.7,3.4,2.4,1.7,0.1,0.1,2015
105,Jerian Grant,ND,38,37.1,3.0,6.7,1.7,0.5,0.5,2015
106,Kellen Dunham,BU,34,33.9,2.6,0.9,0.6,0.0,0.0,2015
107,Marvelle Harris,CSUF,32,36.5,5.0,3.8,2.0,0.2,0.2,2015
108,Jameel Warney,SB,35,33.0,11.7,2.0,0.7,2.5,2.5,2015
109,Kendall Anthony,RICH,35,36.5,1.8,2.5,0.9,0.0,0.0,2015
110,Norman Powell,UCLA,36,34.6,4.7,2.1,1.8,0.4,0.4,2015
111,Jeremy Senglin,WSU,24,35.2,3.2,3.5,1.1,0.0,0.0,2015
112,Shawn Long,LA,34,28.0,10.2,1.5,0.6,1.6,1.6,2015
113,Aaron White,UI,34,31.5,7.3,1.4,1.3,0.5,0.5,2015
114,Connor Hill,U of I,30,30.7,2.3,0.7,0.5,0.0,0.0,2015
115,Marcus Gilbert,FU,31,34.7,5.6,1.2,0.8,0.6,0.6,2015
116,Emmy Andujar,MAN,32,31.8,7.6,3.5,2.0,0.2,0.2,2015
117,LeAntwan Luckett,ASU,30,34.4,3.4,1.7,1.3,0.4,0.4,2015
118,Yogi Ferrell,IU,34,34.9,3.2,4.9,0.7,0.0,0.0,2015
119,Trey Lewis,CSU,34,35.4,4.4,2.9,1.2,0.1,0.1,2015
120,D'Vauntes Smith-Rivera,GU,32,34.4,4.2,3.2,1.6,0.2,0.2,2015
121,Sterling Gibbs,SHU,29,33.7,2.1,3.8,1.2,0.0,0.0,2015
122,Julius Brown,U of T,33,33.3,2.2,4.4,0.9,0.3,0.3,2015
123,Taylor Johns,UCR,31,34.4,8.2,1.9,1.2,1.7,1.7,2015
124,Melo Trimble,UMD,35,33.5,3.9,3.0,1.3,0.1,0.1,2015
125,Mike Caffey,LBSU,33,32.5,4.0,3.6,1.8,0.2,0.2,2015
126,Ameen Tanksley,HOF,34,32.5,5.5,1.4,1.4,0.2,0.2,2015
127,Jack Gibbs,DAV,25,30.0,3.7,4.8,1.5,0.0,0.0,2015
128,Jarekious Bradley,SEMO,26,29.5,5.5,1.3,1.0,0.7,0.7,2015
129,Chris Fowler,CMU,32,34.2,3.1,6.1,1.5,0.2,0.2,2015
130,Treveon Graham,VCU,33,29.4,7.1,1.6,0.6,0.3,0.3,2015
131,Jalen Cannon,SFC,35,33.8,10.5,1.0,0.7,0.8,0.8,2015
132,"Anthony Beane, Jr.",SIU,33,34.8,2.6,1.1,1.2,0.3,0.3,2015
133,Jordan Sibert,DAY,36,33.8,3.3,2.0,1.7,0.1,0.1,2015
134,"Larry Nance, Jr.",UW,31,34.9,7.2,2.5,1.2,1.2,1.2,2015
135,Josh Richardson,UT,32,36.3,4.5,3.6,2.1,0.5,0.5,2015
136,Chris Hass,BU,34,29.6,3.3,1.1,0.5,0.3,0.3,2015
137,Stephan Hicks,CSUN,32,33.5,5.4,1.4,0.9,0.5,0.5,2015
138,Maurice Ndour,OU,30,34.9,8.3,1.7,1.1,2.3,2.3,2015
139,Jeromie Hill,UTSA,30,33.5,8.1,1.3,1.1,0.7,0.7,2015
140,Musa Abdul-Aleem,TU,28,29.0,4.8,0.7,1.2,0.0,0.0,2015
141,James Carlton,HU,31,31.6,7.8,1.0,1.0,1.0,1.0,2015
142,Eric Paschall,FORD,27,31.2,5.5,1.0,0.8,0.4,0.4,2015
143,Michael Qualls,U of A,36,30.2,5.3,1.7,0.9,0.5,0.5,2015
144,Jared Brownridge,SCU,32,33.8,2.9,2.5,1.1,0.1,0.1,2015
145,Anthony Livingston,ASU,29,35.8,10.0,0.8,0.5,1.0,1.0,2015
146,Earl Brown,SFU,32,35.4,8.0,1.9,1.1,1.0,1.0,2015
147,Jimmy Hall,KSU,30,28.6,7.7,1.5,0.5,1.0,1.0,2015
148,Cedric Hankerson,BU,29,33.9,4.5,2.6,1.8,0.1,0.1,2015
149,Brandon Clark,SCU,32,32.7,3.7,3.9,0.9,0.0,0.0,2015
150,Dallas Moore,UNF,35,32.5,3.2,3.7,1.0,0.0,0.0,2015
151,Tanner Plomb,USMA,30,28.2,5.6,1.3,0.8,0.4,0.4,2015
152,Chip Armelin,USM,29,35.2,4.1,1.9,1.1,0.2,0.2,2015
153,Mike Myers,UMES,33,26.4,7.0,1.4,1.2,0.4,0.4,2015
154,Alex Harris,CSUF,28,32.0,4.0,3.5,1.5,0.1,0.1,2015
155,Trevor Lacey,NCST,35,35.9,4.6,3.5,0.9,0.2,0.2,2015
156,Christian Wood,UNLV,33,32.7,10.0,1.3,0.3,2.7,2.7,2015
157,Ken Williams,USA,33,32.9,3.7,2.4,0.7,0.3,0.3,2015
158,Jordan Howard,UCA,29,33.7,2.5,1.9,0.5,0.0,0.0,2015
159,Reigarvius Williams,MSU,35,31.0,8.4,0.9,0.7,1.0,1.0,2015
160,"James Blackmon, Jr.",IU,33,30.0,5.3,1.5,0.6,0.1,0.1,2015
161,Montrezl Harrell,U of L,35,35.1,9.2,1.4,0.9,1.2,1.2,2015
162,Stacy Davis,PU,32,32.0,7.8,1.8,0.9,1.1,1.1,2015
163,DaShaun Wiggins,PSU,29,28.4,3.8,1.6,1.5,0.1,0.1,2015
164,Johnathan Jordan,TAMU-CC,34,35.9,3.9,5.2,1.9,0.1,0.1,2015
165,Kris Dunn,PROV,33,34.0,5.5,7.5,2.7,0.3,0.3,2015
166,Rodney Pryor,RMU,35,29.4,4.7,1.8,1.2,0.3,0.3,2015
167,Nigel Williams-Goss,UW,30,36.8,4.7,5.9,1.1,0.2,0.2,2015
168,Eric Stutz,EKU,32,32.0,5.7,2.4,0.8,0.7,0.7,2015
169,Marcus Keene,YSU,32,34.9,3.5,2.8,1.1,0.1,0.1,2015
170,Jordan Parks,NCCU,33,31.6,8.3,0.7,1.1,0.9,0.9,2015
171,Thomas Walkup,SFA,34,27.7,6.5,3.7,1.2,0.2,0.2,2015
172,Rashid Gaston,NSU,32,31.1,9.6,1.4,0.2,1.2,1.2,2015
173,Garret Covington,WIU,28,33.0,4.3,2.3,1.1,0.2,0.2,2015
174,Keon Lewis,UTSA,29,33.6,2.7,3.0,1.6,0.0,0.0,2015
175,Javonte Green,RU,34,26.2,9.0,1.3,1.9,0.9,0.9,2015
176,Zay Jackson,SELU,25,36.6,4.5,4.6,1.3,0.3,0.3,2015
177,"Corey Allen, Jr.",USF,28,33.5,3.6,2.5,1.5,0.3,0.3,2015
178,Jordan Mickey,LSU,31,34.9,9.9,1.3,0.9,3.6,3.6,2015
179,Shavon Shields,UNL,31,35.3,6.0,2.2,1.1,0.2,0.2,2015
180,Montrael Scott,PVAMU,29,34.2,4.3,1.8,1.4,0.0,0.0,2015
181,Bryce Alford,UCLA,36,36.3,3.2,4.9,0.9,0.0,0.0,2015
182,Levi Randolph,UA,34,35.3,5.1,2.5,1.5,0.2,0.2,2015
183,Shannon Evans,UB,33,34.5,3.2,4.6,1.7,0.3,0.3,2015
184,Travis Trice,MSU,39,33.6,3.2,5.1,1.0,0.2,0.2,2015
185,Quinn Cook,DUKE,39,35.8,3.4,2.6,1.0,0.0,0.0,2015
186,Georges Niang,ISU,34,30.7,5.4,3.4,0.5,0.5,0.5,2015
187,Tim Kempton,LU,30,28.9,8.7,1.0,0.5,0.4,0.4,2015
188,David Brown,WMY,34,32.9,3.4,2.1,1.3,0.1,0.1,2015
189,Kyle Hittle,UIW,28,36.4,6.4,2.1,1.0,0.7,0.7,2015
190,Seth Tuttle,UNI,35,30.4,6.9,3.3,0.9,0.6,0.6,2015
191,Seth Gearhart,RU,32,33.9,5.3,1.8,1.0,0.4,0.4,2015
192,Jaylen Bland,UCR,31,35.6,4.8,1.6,1.4,0.4,0.4,2015
193,Yonel Brown,KENN,32,37.0,2.3,2.8,1.2,0.0,0.0,2015
194,Jalen Moore,USU,31,34.4,6.7,1.7,0.6,0.9,0.9,2015
195,Bruce Beckford,NC A&T,32,33.2,7.3,1.4,0.9,0.7,0.7,2015
196,Ike Nwamu,MER,35,33.2,3.3,1.6,0.7,0.4,0.4,2015
197,Jay Harris,UIC,30,32.5,3.0,3.7,1.3,0.1,0.1,2015
198,Marcquise Reed,RMU,35,27.8,2.5,2.1,1.9,0.0,0.0,2015
199,Dez Wells,UMD,28,30.5,5.3,2.8,1.0,0.4,0.4,2015
200,Darion Rackley,JSU,29,32.4,3.9,2.1,1.4,0.2,0.2,2015
201,Phil Forte,OSU,32,33.7,2.1,1.7,1.9,0.1,0.1,2015
202,Andrew Andrews,UW,31,33.8,4.3,2.2,1.4,0.0,0.0,2015
203,Matt Carlino,MU,28,33.0,3.7,3.1,1.4,0.1,0.1,2015
204,Raheem Appleby,LTU,36,32.9,2.7,2.0,1.3,0.1,0.1,2015
205,Vince Hunter,UTEP,33,28.5,9.2,1.7,1.2,1.0,1.0,2015
206,Xavier Rathan-Mayes,FSU,32,34.7,3.5,4.3,1.1,0.0,0.0,2015
207,Ousmane Drame,QU,30,29.1,11.2,1.0,0.7,2.9,2.9,2015
208,Javarez Willis,OU,29,33.2,3.1,3.2,0.9,0.0,0.0,2015
209,Kori Babineaux,JAC,32,33.8,3.9,4.0,1.6,0.1,0.1,2015
210,Aaron Brown,BC,32,33.9,3.1,2.0,0.6,0.0,0.0,2015
211,Anthony Brown,SU,37,35.7,6.9,2.5,0.8,0.2,0.2,2015
212,Danuel House,TAMU,26,32.5,3.8,2.1,0.7,0.6,0.6,2015
213,Will Cummings,TEM,36,34.0,4.1,4.2,1.9,0.2,0.2,2015
214,Ron Baker,WSU,35,32.7,4.5,2.5,1.3,0.8,0.8,2015
215,Richaun Holmes,BGSU,31,28.8,8.0,0.8,0.7,2.7,2.7,2015
216,Damon Sherman-Newsome,CU,33,31.1,3.4,1.8,0.6,0.2,0.2,2015
217,Alex Hamilton,LTU,36,30.5,3.3,2.6,1.7,0.2,0.2,2015
218,Jordan Williams,UNT,31,34.3,4.9,2.1,1.5,0.5,0.5,2015
219,Stephen Maxwell,CSUN,33,33.7,8.0,0.6,0.8,0.2,0.2,2015
220,Josh Hawkinson,WSU,31,32.7,10.8,1.0,0.4,1.1,1.1,2015
221,Scott Eatherton,NU,35,30.1,6.4,1.5,0.5,1.2,1.2,2015
222,Anthony Holliday,LU,29,28.6,1.9,3.4,1.1,0.2,0.2,2015
223,Kevin Bailey,UP,25,27.0,2.5,1.9,0.5,0.5,0.5,2015
224,Karl Cochran,WC,35,31.1,5.9,2.7,1.8,1.0,1.0,2015
225,Bobby Hain,YSU,32,31.8,7.4,2.0,0.6,0.6,0.6,2015
226,Delon Wright,U of U,35,33.3,4.9,5.1,2.1,1.0,1.0,2015
227,Denzel Valentine,MSU,39,33.2,6.3,4.3,0.9,0.2,0.2,2015
228,Codi Miller-McIntyre,WF,32,31.5,4.8,4.3,1.0,0.3,0.3,2015
229,Marcus Jackson,RU,32,31.7,3.5,2.7,0.8,0.1,0.1,2015
230,Schadrac Casimir,IC,35,34.3,2.8,2.0,1.1,0.1,0.1,2015
231,Nic Moore,SMU,34,34.7,2.3,5.1,1.3,0.0,0.0,2015
232,James Woodard,TU,34,34.5,4.9,1.1,0.9,0.2,0.2,2015
233,Malcolm Smith,LIP,25,25.6,5.1,1.6,0.8,0.1,0.1,2015
234,Sheldon Mac,UM,38,33.6,4.7,1.9,0.9,0.2,0.2,2015
235,Cane Broome,SHU,32,31.6,3.8,2.4,1.1,0.2,0.2,2015
236,Malcolm Miller,HC,30,31.7,4.9,1.2,1.3,1.6,1.6,2015
237,Josh Scott,CU,26,30.8,8.4,1.1,0.7,1.8,1.8,2015
238,Quinton Upshur,NAU,38,29.8,3.4,1.2,0.9,1.1,1.1,2015
239,Kyle Anderson,UD,23,34.3,4.0,2.0,0.7,0.3,0.3,2015
240,Korey Billbury,ORU,28,33.2,7.4,2.9,1.4,0.2,0.2,2015
241,Tylor Ongwae,ULM,38,35.4,6.6,2.9,1.0,0.3,0.3,2015
242,Damian Jones,VU,35,29.1,6.5,0.7,0.6,2.0,2.0,2015
243,Carson Puriefoy,SB,35,33.1,3.2,3.4,1.1,0.3,0.3,2015
244,Rashawn Rembert,ETSU,30,32.6,2.6,1.2,0.9,0.1,0.1,2015
245,Malcolm Hill,U of I,33,30.6,4.8,1.3,0.8,0.2,0.2,2015
246,Tyler Larson,USD,33,34.6,7.8,2.9,0.8,0.2,0.2,2015
247,Daishon Knight,ISU,35,29.9,3.3,2.4,1.0,0.0,0.0,2015
248,Jesse Reed,AU,33,38.5,5.0,1.3,1.0,0.6,0.6,2015
249,Michael Dison,MSU,30,29.0,4.0,1.3,1.0,0.0,0.0,2015
250,Justin Sears,YALE,31,32.6,7.5,1.5,1.1,2.4,2.4,2015
251,Darrun Hilliard,VILL,35,28.8,3.1,2.1,1.8,0.3,0.3,2015
252,Anton Grady,CSU,34,29.7,7.9,1.7,1.5,1.4,1.4,2015
253,Corey Petros,OU,33,36.1,8.2,2.0,0.5,0.3,0.3,2015
254,Jahad Thomas,UML,22,32.1,6.5,1.5,1.3,0.1,0.1,2015
255,Lucky Jones,RMU,31,29.8,5.9,1.4,1.4,0.4,0.4,2015
256,Zak Irvin,UM,32,36.2,4.8,1.5,1.0,0.1,0.1,2015
257,Kris Davis,SIUE,28,31.5,3.8,1.4,1.0,0.1,0.1,2015
258,Juwan Staten,WVU,30,31.3,2.7,4.6,1.1,0.0,0.0,2015
259,Cedric Blossom,MSU,31,34.7,7.1,0.7,1.1,0.3,0.3,2015
260,Eric Washington,MU,32,32.2,3.2,5.5,1.4,0.0,0.0,2015
261,Addison Spruill,UNCW,32,30.7,6.5,1.6,0.9,0.5,0.5,2015
262,Evan Bradds,BEL,33,28.1,7.2,1.3,0.6,0.2,0.2,2015
263,"Wesley Person, Jr.",TU,29,34.9,2.8,1.0,0.4,0.1,0.1,2015
264,Steve McWhorter,UWM,30,35.0,4.7,4.6,1.6,0.5,0.5,2015
265,Casey Jones,UTC,32,29.5,7.0,1.8,1.2,1.2,1.2,2015
266,Elijah Bryant,ELON,33,25.5,4.2,2.7,1.3,0.4,0.4,2015
267,Dewayne Russell,GCU,23,33.4,3.0,3.9,1.4,0.1,0.1,2015
268,Jherrod Stiggers,U of H,31,35.6,3.6,2.5,1.2,0.3,0.3,2015
269,Madarious Gibbs,TSU,32,38.6,3.3,4.2,0.9,0.1,0.1,2015
270,Rysheed Jordan,STJ,31,30.7,3.7,3.1,1.7,0.3,0.3,2015
271,Steve Forbes,IPFW,28,24.2,6.1,1.0,0.3,0.8,0.8,2015
272,Brent Jones,SFC,35,33.9,3.4,5.3,1.9,0.1,0.1,2015
273,Ryan Taylor,MU,32,28.8,8.6,2.8,0.9,0.8,0.8,2015
274,Marcus Paige,UNC,38,33.2,2.9,4.5,1.7,0.2,0.2,2015
275,Deondre Parks,SDSU,35,31.8,4.1,1.9,0.6,0.1,0.1,2015
276,Mike Scott,U of I,30,30.0,3.2,5.3,1.3,0.2,0.2,2015
277,Malcolm Brogdon,UVA,34,32.5,3.9,2.4,0.7,0.4,0.4,2015
278,Devin Martin,UMES,30,29.9,4.3,1.4,0.9,0.2,0.2,2015
279,Mark Tollefsen,USF,32,31.3,5.4,1.5,0.8,0.8,0.8,2015
280,Javier Duren,YALE,32,31.4,5.5,3.9,1.3,0.3,0.3,2015
281,Jamel Waters,ASU,29,32.4,3.8,5.2,2.0,0.2,0.2,2015
282,Rob Poole,SC,28,33.2,4.6,1.8,1.1,0.2,0.2,2015
283,Dylan Garrity,CSUS,33,32.9,2.0,2.5,1.0,0.0,0.0,2015
284,Kruize Pinkins,USF,32,26.2,5.5,1.4,0.7,0.4,0.4,2015
285,Aly Ahmed,CSUB,31,29.5,7.2,1.5,0.3,0.7,0.7,2015
286,Brett Olson,UD,30,35.4,3.4,3.0,0.8,0.1,0.1,2015
287,Cody Larson,SDSU,35,28.5,7.2,1.8,0.6,1.1,1.1,2015
288,Sam Rowley,ALB,33,33.2,7.6,1.8,1.2,0.8,0.8,2015
289,Taurean Prince,BU,33,26.3,5.6,1.3,1.5,0.9,0.9,2015
290,Ron Curry,JMU,33,35.6,3.8,4.3,1.1,0.2,0.2,2015
291,Sterling Smith,CSU,31,30.1,4.9,1.6,1.4,0.5,0.5,2015
292,Sam Dekker,UW,40,31.0,5.5,1.2,0.5,0.5,0.5,2015
293,Rashad Muhammad,SJSU,27,32.3,3.3,1.1,0.7,0.1,0.1,2015
294,Tyrell Nelson,GWU,35,27.6,6.5,0.8,0.6,0.8,0.8,2015
295,Jacob Parker,SFA,34,27.1,5.5,1.6,1.1,0.4,0.4,2015
296,Marvin Dominique,SPC,34,32.2,7.2,0.5,0.9,0.6,0.6,2015
297,Michael Bryson,UCSB,33,32.1,4.8,1.7,0.8,0.7,0.7,2015
298,Kyle Collinsworth,BYU,33,30.9,8.7,6.0,1.8,0.3,0.3,2015
299,Andre Hollins,U of M,33,30.5,4.0,2.7,1.1,0.2,0.2,2015
300,Brandon Bos,USD,33,30.9,3.6,2.2,0.4,0.1,0.1,2015
301,Deville Smith,UTM,34,35.9,4.5,4.5,1.7,0.6,0.6,2015
302,Perry Ellis,KU,34,28.8,6.9,1.2,0.8,0.7,0.7,2015
303,Kris Yanku,NAU,37,30.0,4.5,5.1,1.2,0.0,0.0,2015
304,George Fant,WKU,32,28.8,8.4,1.6,0.9,0.7,0.7,2015
305,Mike Brown,WCU,32,34.9,6.2,1.6,0.9,0.6,0.6,2015
306,Kentwan Smith,STET,31,28.4,6.8,1.3,0.5,1.5,1.5,2015
307,Stanley Johnson,U of A,38,28.4,6.5,1.7,1.5,0.4,0.4,2015
308,Bernard Thompson,FGC,32,32.2,5.0,1.8,1.7,0.1,0.1,2015
309,Matt Bingaya,USM,28,32.6,5.9,2.1,1.3,0.5,0.5,2015
310,Jalen Jones,TAMU,31,28.8,6.6,0.8,1.0,0.5,0.5,2015
311,Jarell Flora,SEA,34,32.3,4.2,1.5,0.9,0.3,0.3,2015
312,Jontrell Walker,UIW,27,29.9,2.2,1.8,0.9,0.0,0.0,2015
313,Dom Pointer,STJ,33,34.6,7.7,3.0,1.9,2.4,2.4,2015
314,Rashawn Thomas,TAMU-CC,33,27.7,7.9,1.0,0.5,1.2,1.2,2015
315,Cameron Golden,ASU,29,35.0,3.1,2.7,1.7,0.2,0.2,2015
316,Evan Kelley,SHU,32,31.2,4.0,2.4,1.2,0.2,0.2,2015
317,Aaron Valdes,UH,33,28.3,5.3,1.2,1.7,0.4,0.4,2015
318,Robert Brown,UAB,36,32.4,3.7,3.0,1.0,0.2,0.2,2015
319,Jamel Artis,PITT,34,31.8,6.0,2.3,0.7,0.4,0.4,2015
